Dátum,Meccs-Id,Hazai-Id,Hazai-Csapat,Ellenfél-Id,Ellenfél-Csapat,Hazai-Gól,Ellenfél-Gól,Hazai-PR,Ellenfél-PR,Hazai-XG,Ellenfél-XG
2017-12-21 20:30:00,8042,137,Malaga,158,Alaves,0,1,,,0.299907,2.132
2018-01-08 20:00:00,8051,137,Malaga,141,Espanyol,0,1,,,1.10377,0.300209
2018-01-12 20:00:00,8068,137,Malaga,142,Getafe,0,1,,,0.378534,1.37242
2018-01-22 20:00:00,8071,137,Malaga,156,Eibar,1,1,,,1.36627,1.43961
2018-01-27 17:30:00,8085,137,Malaga,223,Girona,0,0,,,0.717136,0.694387
2018-02-05 20:00:00,8097,137,Malaga,144,Las Palmas,0,1,,,0.838368,0.305749
2018-02-10 15:15:00,8108,137,Malaga,143,Atletico Madrid,0,1,,,0.412228,0.507754
2018-02-17 19:45:00,8116,137,Malaga,146,Valencia,1,2,,,1.14716,1.18698
2018-02-25 15:15:00,8126,137,Malaga,147,Athletic Club,1,2,,,1.38648,0.620357
2018-02-28 18:30:00,8137,137,Malaga,138,Sevilla,0,1,,,0.295635,0.896695
2018-03-03 17:30:00,8147,137,Malaga,159,Leganes,0,2,,,0.521384,1.0368
2018-03-10 19:45:00,8156,137,Malaga,148,Barcelona,0,2,,,0.541391,2.42399
2018-03-18 17:30:00,8166,137,Malaga,152,Celta Vigo,0,0,,,0.483684,1.38296
2018-04-01 17:30:00,8175,137,Malaga,154,Villarreal,1,0,,,1.53768,0.374247
2018-04-06 19:00:00,8180,137,Malaga,139,Deportivo La Coruna,2,3,,,0.66021,2.38294
2018-04-15 18:45:00,8194,137,Malaga,150,Real Madrid,1,2,,,1.18107,2.29821
2018-04-19 19:30:00,8201,137,Malaga,151,Levante,0,1,,,0.547059,1.28691
2018-04-22 14:15:00,8213,137,Malaga,140,Real Sociedad,2,0,,,1.01179,1.24873
2018-04-30 00:00:00,8224,137,Malaga,153,Real Betis,1,2,,,0.587902,1.91249
2018-05-06 11:00:00,8232,137,Malaga,158,Alaves,0,3,,,1.66977,1.75049
2018-05-13 15:15:00,8242,137,Malaga,141,Espanyol,1,4,,,1.72397,3.96999
2018-05-19 00:00:00,8251,137,Malaga,142,Getafe,0,1,,,0.804563,1.43517
