,,,,,,,,50%,38%,33%,29%,42%,46%,38%,42%,38%,29%,42%,50%,42%,42%,50%,46%,50%,29%,38%,33%,29%,50%,50%,38%,46%,38%,50%,54%,38%,38%,42%,46%,58%,42%,58%,62%,50%,38%,62%,54%,79%,42%,58%,,,,,,,,
,,,,,,,,48%,36%,32%,28%,40%,44%,36%,44%,40%,32%,44%,48%,40%,44%,52%,44%,48%,32%,36%,36%,32%,52%,48%,40%,44%,36%,52%,52%,36%,40%,44%,48%,60%,44%,60%,60%,48%,40%,64%,56%,80%,44%,60%,,,,,,,,
,,,,,,,,50%,38%,31%,31%,38%,42%,35%,46%,42%,35%,42%,46%,38%,42%,54%,42%,46%,31%,38%,35%,35%,54%,50%,38%,42%,38%,54%,54%,35%,42%,46%,50%,58%,42%,58%,62%,50%,38%,65%,58%,77%,42%,62%,,,,,,,,
,,,,,,,,48%,41%,30%,30%,37%,41%,37%,44%,41%,33%,44%,44%,37%,44%,52%,44%,44%,33%,37%,33%,33%,56%,48%,37%,41%,37%,56%,52%,37%,41%,48%,48%,56%,41%,56%,63%,52%,37%,63%,59%,78%,41%,59%,,,,,,,,
,,,,,,,,50%,39%,29%,29%,36%,39%,36%,46%,43%,32%,46%,46%,36%,43%,50%,43%,43%,32%,39%,32%,32%,57%,46%,36%,43%,39%,54%,50%,36%,43%,46%,50%,54%,43%,54%,61%,54%,39%,61%,57%,79%,39%,61%,,,,,,,,
,,,,,,,,52%,38%,28%,31%,34%,41%,34%,45%,45%,31%,48%,48%,34%,41%,48%,45%,41%,31%,38%,31%,31%,59%,48%,34%,41%,41%,52%,48%,38%,41%,45%,52%,52%,41%,55%,62%,52%,38%,59%,55%,79%,41%,59%,,,,,,,,
,,,,,,,,50%,,30%,30%,37%,40%,37%,47%,47%,33%,47%,50%,33%,40%,47%,43%,43%,33%,40%,30%,33%,60%,50%,33%,40%,43%,53%,47%,40%,40%,43%,50%,53%,40%,57%,60%,50%,40%,57%,53%,77%,43%,57%,,,,,,,,
,,,,,,,,,,29%,29%,39%,39%,39%,45%,48%,32%,45%,48%,32%,39%,45%,42%,42%,32%,42%,29%,35%,61%,48%,35%,42%,42%,55%,48%,39%,39%,45%,48%,52%,42%,58%,61%,52%,42%,58%,52%,74%,45%,,,,,,,,,
,,,,,,,,,,31%,28%,38%,38%,38%,44%,47%,34%,47%,47%,34%,38%,44%,44%,44%,34%,44%,28%,38%,62%,47%,38%,41%,41%,53%,50%,38%,38%,44%,47%,53%,41%,56%,59%,50%,41%,56%,53%,75%,47%,,,,,,,,,
,,,,,,,,,,33%,27%,36%,36%,36%,45%,45%,33%,48%,48%,36%,39%,45%,42%,45%,33%,45%,27%,36%,61%,48%,36%,42%,39%,55%,52%,39%,39%,42%,48%,55%,42%,58%,61%,52%,39%,55%,52%,76%,48%,,,,,,,,,
,,,,,,,,,,35%,29%,35%,35%,38%,47%,47%,32%,47%,50%,35%,41%,44%,44%,44%,35%,47%,29%,38%,59%,50%,35%,41%,41%,53%,53%,38%,41%,44%,50%,53%,44%,56%,59%,53%,41%,53%,50%,74%,50%,,,,,,,,,
,,,,,,,,,,34%,31%,37%,34%,37%,46%,46%,34%,46%,51%,37%,43%,43%,46%,43%,34%,46%,31%,37%,57%,49%,34%,40%,40%,54%,54%,40%,43%,46%,49%,51%,43%,54%,57%,51%,40%,54%,51%,74%,51%,,,,,,,,,
,,,,,,,,,,33%,31%,39%,33%,39%,47%,44%,33%,44%,50%,39%,44%,44%,47%,42%,33%,47%,31%,36%,58%,50%,33%,39%,42%,56%,53%,42%,42%,47%,50%,50%,44%,53%,56%,53%,39%,56%,53%,75%,50%,,,,,,,,,
,,,,,,,,,,32%,30%,38%,32%,38%,46%,43%,35%,43%,49%,38%,43%,46%,46%,41%,32%,49%,32%,38%,57%,51%,35%,38%,43%,57%,54%,41%,41%,49%,51%,49%,46%,51%,54%,54%,41%,54%,54%,76%,51%,,,,,,,,,
,,,,,,,,,,34%,29%,37%,32%,37%,45%,42%,34%,42%,47%,37%,42%,45%,45%,39%,34%,50%,34%,39%,55%,53%,37%,39%,45%,55%,55%,42%,39%,47%,50%,47%,47%,50%,55%,53%,39%,55%,55%,74%,53%,,,,,,,,,
,,,,,,,,,,33%,31%,38%,31%,36%,46%,41%,33%,44%,46%,36%,44%,44%,44%,41%,36%,51%,33%,38%,54%,54%,36%,41%,44%,54%,54%,41%,41%,49%,51%,49%,46%,51%,54%,54%,41%,54%,56%,72%,54%,,,,,,,,,
,,,,,,,,,,32%,30%,40%,30%,35%,48%,40%,32%,42%,48%,35%,42%,42%,42%,40%,35%,50%,35%,40%,52%,52%,38%,42%,45%,52%,52%,42%,40%,50%,52%,48%,45%,50%,52%,52%,40%,55%,55%,72%,55%,,,,,,,,,
,,,,,,,,,,,29%,39%,32%,37%,49%,39%,32%,44%,49%,34%,44%,41%,41%,39%,34%,49%,37%,39%,51%,54%,39%,41%,46%,51%,54%,41%,41%,49%,54%,46%,44%,49%,54%,54%,39%,56%,54%,71%,,,,,,,,,,
,,,,,,,,,,,29%,38%,31%,38%,50%,38%,33%,45%,48%,33%,45%,43%,43%,40%,36%,48%,36%,38%,52%,52%,40%,43%,48%,50%,55%,40%,40%,50%,52%,45%,45%,50%,55%,55%,38%,57%,55%,69%,,,,,,,,,,
,,,,,,,,,,,28%,40%,30%,40%,49%,37%,33%,47%,49%,33%,44%,42%,42%,40%,35%,49%,37%,37%,51%,51%,40%,44%,47%,49%,53%,40%,40%,51%,51%,44%,44%,49%,56%,56%,40%,58%,53%,70%,,,,,,,,,,
,,,,,,,,,,,30%,39%,32%,39%,48%,36%,32%,45%,48%,32%,43%,41%,43%,39%,34%,50%,36%,39%,52%,50%,41%,43%,45%,48%,52%,39%,41%,50%,50%,45%,45%,50%,55%,57%,41%,59%,52%,70%,,,,,,,,,,
,,,,,,,,,,,29%,40%,31%,38%,47%,36%,33%,44%,47%,31%,44%,40%,42%,40%,33%,51%,38%,40%,53%,49%,40%,42%,47%,49%,53%,40%,42%,51%,51%,47%,44%,49%,53%,58%,40%,60%,53%,69%,,,,,,,,,,
,,,,,,,,,,,28%,41%,30%,37%,46%,37%,33%,46%,48%,33%,46%,41%,41%,39%,33%,50%,37%,41%,52%,50%,41%,41%,48%,50%,54%,39%,43%,52%,52%,48%,43%,50%,52%,59%,39%,61%,54%,67%,,,,,,,,,,
,,,,,,,,,,,,43%,30%,36%,47%,38%,34%,47%,47%,32%,45%,40%,40%,38%,34%,51%,38%,40%,53%,51%,40%,40%,49%,49%,55%,40%,43%,53%,51%,47%,43%,49%,53%,60%,40%,62%,55%,68%,,,,,,,,,,
,,,,,,,,,,,,44%,31%,35%,46%,40%,35%,48%,48%,31%,46%,40%,40%,40%,33%,50%,38%,42%,52%,50%,40%,40%,48%,50%,54%,42%,44%,52%,52%,46%,44%,48%,54%,60%,42%,60%,56%,67%,,,,,,,,,,
,,,,,,,,,,,,45%,31%,35%,45%,41%,37%,47%,47%,33%,47%,39%,39%,39%,35%,51%,37%,41%,53%,49%,39%,41%,49%,51%,55%,43%,43%,53%,53%,45%,45%,47%,55%,59%,41%,61%,55%,65%,,,,,,,,,,
,,,,,,,,,,,,46%,32%,36%,46%,42%,36%,48%,48%,32%,46%,38%,40%,40%,36%,50%,36%,42%,54%,50%,38%,40%,50%,52%,54%,44%,44%,54%,54%,44%,46%,46%,56%,58%,42%,60%,54%,64%,,,,,,,,,,
,,,,,,,,,,,,45%,31%,37%,45%,41%,35%,49%,47%,31%,45%,39%,41%,39%,35%,49%,35%,41%,53%,49%,37%,39%,51%,51%,55%,45%,45%,55%,53%,43%,45%,47%,57%,59%,43%,59%,53%,63%,,,,,,,,,,
,,,,,,,,,,,,46%,33%,38%,46%,40%,35%,48%,48%,31%,44%,38%,40%,38%,35%,48%,35%,40%,52%,48%,37%,38%,52%,52%,54%,44%,44%,54%,52%,42%,44%,48%,58%,58%,44%,60%,52%,,,,,,,,,,,
,,,,,,,,,,,,45%,34%,38%,45%,42%,36%,47%,49%,30%,43%,40%,40%,38%,34%,49%,34%,42%,53%,47%,36%,40%,53%,53%,55%,45%,45%,53%,51%,43%,45%,47%,58%,57%,45%,58%,53%,,,,,,,,,,,
,,,,,,,,,,,,46%,33%,37%,44%,41%,37%,48%,50%,30%,44%,41%,41%,37%,33%,50%,35%,41%,54%,46%,35%,41%,54%,54%,56%,44%,44%,54%,50%,44%,46%,46%,59%,57%,44%,57%,54%,,,,,,,,,,,
,,,,,,,,,,,,47%,35%,38%,44%,42%,36%,49%,49%,31%,44%,40%,42%,38%,33%,49%,35%,42%,55%,45%,35%,40%,53%,53%,55%,44%,45%,55%,49%,45%,47%,47%,60%,56%,44%,56%,55%,,,,,,,,,,,
,,,,,,,,,,,,48%,36%,38%,43%,43%,38%,48%,50%,30%,43%,39%,41%,39%,32%,50%,34%,41%,55%,46%,36%,39%,52%,54%,54%,43%,45%,55%,50%,46%,46%,48%,61%,57%,45%,55%,55%,,,,,,,,,,,
,,,,,,,,,,,,49%,35%,39%,42%,44%,37%,47%,49%,32%,42%,39%,42%,39%,33%,51%,33%,42%,56%,46%,35%,39%,51%,53%,54%,42%,46%,56%,49%,47%,46%,47%,61%,56%,44%,56%,54%,,,,,,,,,,,
,,,,,,,,,,,,50%,36%,40%,43%,45%,38%,48%,50%,33%,41%,38%,41%,38%,33%,52%,34%,41%,57%,45%,34%,40%,52%,53%,55%,43%,47%,55%,48%,48%,45%,47%,60%,55%,43%,57%,55%,,,,,,,,,,,
,,,,,,,,,,,,49%,36%,39%,44%,44%,37%,47%,49%,32%,42%,37%,41%,37%,34%,51%,36%,41%,56%,44%,36%,41%,51%,53%,54%,42%,47%,56%,49%,47%,44%,47%,61%,54%,44%,56%,56%,,,,,,,,,,,
,,,,,,,,,,,,48%,37%,38%,43%,45%,37%,47%,50%,33%,42%,37%,42%,38%,33%,50%,37%,40%,55%,43%,37%,40%,50%,52%,53%,42%,47%,55%,50%,47%,45%,48%,62%,55%,43%,57%,55%,,,,,,,,,,,
,,,,,,,,,,,,49%,38%,39%,43%,44%,36%,46%,51%,33%,43%,36%,41%,38%,34%,49%,36%,41%,56%,44%,36%,39%,49%,51%,52%,41%,48%,54%,49%,46%,46%,49%,62%,54%,43%,57%,54%,,,,,,,,,,,
,,,,,,,,,,,,48%,37%,39%,42%,44%,35%,45%,52%,32%,44%,37%,42%,37%,35%,50%,37%,40%,56%,44%,35%,40%,50%,50%,52%,42%,47%,53%,48%,45%,45%,50%,61%,53%,44%,56%,53%,,,,,,,,,,,
,,,,,,,,,,,,48%,37%,38%,41%,44%,37%,46%,52%,33%,43%,37%,41%,38%,35%,49%,38%,41%,56%,43%,37%,40%,51%,49%,52%,43%,46%,52%,49%,44%,44%,49%,62%,54%,44%,57%,52%,,,,,,,,,,,
,,,,,,,,,,,,,36%,38%,41%,44%,36%,47%,52%,33%,42%,38%,42%,38%,34%,48%,38%,41%,56%,44%,38%,41%,52%,50%,52%,42%,47%,52%,50%,45%,44%,50%,61%,55%,45%,58%,53%,,,,,,,,,,,
,,,,,,,,,,,,,35%,38%,40%,43%,37%,46%,51%,32%,43%,38%,42%,37%,34%,49%,38%,42%,55%,45%,37%,42%,52%,51%,52%,43%,48%,51%,49%,45%,45%,49%,62%,54%,45%,57%,52%,,,,,,,,,,,
,,,,,,,,,,,,,35%,39%,41%,44%,36%,45%,50%,32%,44%,39%,41%,38%,33%,50%,38%,41%,55%,44%,38%,42%,53%,50%,52%,42%,47%,52%,48%,45%,44%,48%,62%,55%,45%,56%,52%,,,,,,,,,,,
,,,,,,,,,,,,,34%,39%,40%,45%,37%,45%,51%,33%,43%,39%,40%,37%,34%,51%,37%,40%,54%,43%,37%,43%,52%,49%,52%,42%,48%,51%,48%,45%,45%,48%,63%,55%,46%,55%,51%,,,,,,,,,,,
,,,,,,,,,,,,,34%,40%,40%,44%,37%,44%,50%,34%,44%,40%,40%,37%,35%,50%,38%,40%,54%,43%,37%,44%,51%,50%,53%,41%,47%,51%,49%,44%,46%,49%,63%,54%,46%,54%,50%,,,,,,,,,,,
,,,,,,,,,,,,,33%,39%,39%,43%,36%,43%,51%,33%,43%,41%,41%,38%,35%,49%,38%,41%,54%,43%,38%,43%,51%,51%,54%,41%,46%,51%,49%,43%,45%,48%,64%,54%,45%,54%,51%,,,,,,,,,,,
,,,,,,,,,,,,,34%,40%,39%,43%,37%,44%,50%,33%,43%,40%,40%,39%,34%,50%,39%,40%,53%,44%,39%,44%,51%,50%,54%,40%,46%,51%,50%,43%,46%,47%,63%,54%,44%,53%,50%,,,,,,,,,,,
,,,,,,,,,,,,,35%,39%,38%,44%,37%,44%,49%,32%,42%,41%,39%,39%,35%,51%,38%,39%,54%,45%,38%,45%,52%,49%,55%,41%,45%,52%,51%,44%,45%,46%,62%,54%,45%,52%,49%,,,,,,,,,,,
,,,,,,,,,,,,,35%,39%,39%,44%,36%,44%,50%,32%,42%,42%,39%,39%,35%,50%,39%,40%,53%,44%,38%,46%,51%,49%,54%,40%,46%,53%,50%,43%,44%,47%,61%,54%,46%,51%,49%,,,,,,,,,,,
,,,,,,,,,,,,,36%,38%,40%,45%,37%,44%,49%,33%,41%,41%,40%,40%,34%,51%,38%,41%,52%,45%,37%,47%,51%,48%,53%,40%,45%,52%,51%,42%,44%,48%,60%,55%,47%,51%,49%,,,,,,,,,,,
,,,,,,,,,,,,,36%,39%,39%,45%,36%,43%,49%,32%,42%,41%,41%,41%,34%,51%,38%,41%,51%,46%,36%,46%,50%,49%,53%,39%,45%,51%,50%,42%,43%,49%,59%,55%,46%,50%,49%,,,,,,,,,,,
,,,,,,,,,,,,,36%,39%,39%,44%,36%,44%,48%,32%,43%,41%,40%,40%,35%,51%,37%,40%,52%,47%,36%,47%,51%,48%,52%,39%,45%,51%,51%,43%,44%,48%,60%,56%,45%,49%,48%,,,,,,,,,,,
,,,,,,,,,,,,,37%,38%,39%,43%,36%,43%,47%,32%,42%,41%,39%,39%,34%,51%,37%,39%,53%,46%,37%,47%,50%,47%,53%,39%,45%,50%,51%,42%,43%,47%,59%,55%,46%,50%,47%,,,,,,,,,,,
,,,,,,,,,,,,,38%,39%,39%,43%,35%,43%,48%,31%,42%,40%,40%,40%,35%,52%,36%,40%,52%,47%,36%,47%,49%,47%,53%,40%,44%,49%,51%,43%,44%,48%,58%,56%,47%,49%,,,,,,,,,,,,
,,,,,,,,,,,,,37%,40%,38%,42%,35%,44%,47%,31%,42%,40%,41%,41%,36%,53%,36%,41%,53%,46%,36%,47%,49%,46%,54%,41%,44%,49%,51%,44%,45%,47%,59%,55%,46%,50%,,,,,,,,,,,,
,,,,,,,,,,,,,37%,39%,38%,42%,35%,43%,48%,30%,43%,39%,41%,41%,37%,53%,37%,42%,52%,47%,35%,47%,49%,47%,53%,41%,44%,48%,52%,44%,44%,48%,58%,54%,,51%,,,,,,,,,,,,
,,,,,,,,,,,,,36%,39%,38%,42%,36%,42%,48%,30%,42%,40%,41%,40%,36%,52%,38%,41%,52%,46%,36%,48%,49%,46%,52%,40%,44%,48%,52%,45%,45%,49%,59%,55%,,50%,,,,,,,,,,,,
,,,,,,,,,,,,,37%,38%,38%,42%,36%,43%,47%,31%,43%,41%,42%,41%,36%,53%,38%,41%,53%,47%,36%,48%,49%,47%,52%,40%,44%,47%,52%,46%,46%,48%,59%,56%,,49%,,,,,,,,,,,,
,,,,,,,,,,,,,38%,38%,39%,41%,35%,43%,48%,32%,44%,41%,41%,41%,35%,52%,39%,41%,52%,48%,35%,48%,49%,48%,51%,39%,44%,46%,52%,46%,46%,48%,60%,56%,,50%,,,,,,,,,,,,
,,,,,,,,,,,,,39%,39%,40%,42%,36%,42%,47%,31%,43%,42%,42%,41%,35%,53%,40%,42%,52%,47%,35%,48%,49%,48%,51%,40%,45%,47%,53%,46%,47%,47%,59%,55%,,51%,,,,,,,,,,,,
,,,,,,,,,,,,,39%,38%,40%,43%,37%,42%,46%,32%,43%,42%,42%,40%,35%,52%,39%,42%,52%,48%,35%,49%,50%,49%,51%,40%,44%,48%,54%,45%,48%,48%,58%,56%,,51%,,,,,,,,,,,,
,,,,,,,,,,,,,,38%,40%,42%,38%,42%,46%,33%,42%,42%,41%,40%,35%,53%,39%,41%,53%,48%,34%,48%,51%,48%,52%,41%,44%,48%,53%,46%,48%,48%,59%,56%,,52%,,,,,,,,,,,,
,,,,,,,,,,,,,,37%,41%,42%,38%,43%,47%,33%,43%,42%,42%,40%,36%,53%,40%,41%,52%,49%,35%,49%,51%,49%,51%,42%,44%,48%,52%,47%,49%,49%,58%,57%,,52%,,,,,,,,,,,,
,,,,,,,,,,,,,,37%,41%,43%,38%,43%,47%,32%,44%,41%,43%,39%,36%,53%,40%,40%,52%,49%,36%,48%,51%,49%,52%,41%,45%,48%,53%,47%,48%,49%,57%,56%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,38%,41%,42%,38%,43%,47%,33%,43%,42%,42%,39%,35%,52%,40%,41%,52%,50%,36%,48%,50%,50%,51%,41%,45%,48%,52%,47%,49%,49%,57%,57%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,38%,42%,42%,37%,43%,46%,33%,44%,42%,42%,38%,36%,53%,40%,42%,52%,51%,36%,47%,49%,51%,52%,42%,46%,48%,53%,46%,48%,49%,57%,57%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,38%,41%,41%,38%,42%,46%,32%,43%,42%,41%,38%,36%,52%,41%,42%,52%,51%,36%,47%,49%,50%,52%,41%,47%,48%,53%,47%,49%,49%,57%,58%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,37%,41%,41%,38%,43%,45%,32%,43%,42%,41%,37%,36%,53%,41%,42%,52%,51%,35%,46%,48%,49%,52%,42%,47%,48%,54%,47%,49%,48%,57%,58%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,38%,40%,41%,38%,42%,45%,32%,42%,41%,41%,38%,36%,52%,41%,41%,51%,51%,35%,47%,48%,50%,52%,41%,47%,48%,54%,48%,50%,49%,58%,59%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,38%,40%,41%,38%,42%,44%,32%,43%,41%,42%,38%,37%,52%,42%,41%,51%,51%,34%,46%,47%,49%,53%,41%,46%,48%,54%,47%,49%,49%,58%,58%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,37%,40%,40%,37%,43%,45%,33%,43%,40%,41%,37%,36%,51%,43%,40%,50%,50%,34%,47%,47%,50%,52%,41%,46%,49%,54%,47%,50%,50%,59%,57%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,37%,41%,41%,37%,43%,44%,33%,43%,40%,42%,37%,37%,52%,42%,40%,49%,49%,35%,46%,46%,51%,52%,41%,45%,49%,54%,47%,49%,51%,59%,58%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,36%,41%,42%,36%,44%,45%,32%,43%,41%,42%,36%,36%,51%,42%,41%,49%,49%,35%,47%,47%,51%,51%,41%,46%,49%,53%,48%,50%,51%,58%,57%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,37%,41%,42%,36%,43%,45%,32%,42%,41%,41%,37%,37%,51%,41%,40%,48%,48%,35%,47%,46%,52%,52%,41%,45%,49%,53%,47%,49%,51%,58%,57%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,37%,41%,42%,37%,44%,45%,32%,43%,41%,41%,37%,37%,50%,42%,41%,49%,48%,35%,47%,46%,52%,52%,41%,45%,50%,53%,48%,50%,50%,58%,57%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,37%,40%,41%,36%,43%,44%,31%,42%,40%,41%,36%,37%,51%,41%,40%,49%,48%,34%,46%,45%,53%,52%,41%,45%,49%,54%,48%,51%,49%,59%,57%,,,,,,,,,,,,,,
