,,,,,,,,0%,,0%,0%,0%,9%,0%,27%,18%,18%,18%,9%,27%,18%,45%,18%,9%,36%,9%,36%,9%,9%,27%,36%,45%,45%,27%,45%,36%,45%,27%,55%,55%,64%,27%,27%,45%,45%,45%,73%,91%,73%,82%,55%,45%,91%,82%,73%,73%,91%,91%,82%,91%,100%,91%,100%,,,73%,,,,,,,
,,,,,,,,8%,,0%,0%,0%,17%,0%,33%,25%,17%,17%,8%,25%,25%,42%,17%,8%,33%,8%,42%,8%,8%,25%,42%,42%,42%,25%,50%,33%,42%,25%,50%,58%,67%,33%,33%,50%,50%,50%,75%,83%,67%,75%,58%,50%,83%,83%,75%,75%,92%,92%,83%,92%,100%,92%,100%,,,75%,,,,,,,
,,,,,,,,8%,,0%,0%,0%,15%,0%,31%,23%,15%,15%,8%,23%,23%,38%,15%,8%,31%,8%,38%,8%,8%,31%,46%,38%,46%,23%,46%,31%,38%,31%,54%,54%,69%,38%,38%,54%,46%,54%,77%,77%,69%,77%,54%,46%,77%,77%,77%,69%,92%,92%,85%,92%,92%,92%,100%,,,,,,,,,,
,,,,,,,,7%,,0%,0%,0%,14%,0%,36%,21%,14%,14%,14%,21%,21%,36%,14%,14%,36%,7%,36%,14%,7%,29%,43%,36%,50%,21%,43%,29%,36%,29%,57%,50%,64%,36%,36%,57%,43%,50%,71%,79%,64%,79%,57%,43%,71%,71%,79%,71%,93%,86%,86%,93%,93%,86%,100%,,,,,,,,,,
,,,,,,,,7%,,0%,0%,0%,13%,0%,33%,20%,13%,20%,13%,27%,27%,33%,13%,13%,33%,7%,33%,20%,13%,27%,40%,40%,47%,20%,47%,27%,40%,27%,53%,53%,60%,40%,40%,53%,40%,53%,67%,80%,67%,73%,53%,47%,73%,67%,73%,67%,93%,87%,87%,93%,93%,87%,100%,,,,,,,,,,
,,,,,,,,,,6%,0%,0%,12%,0%,31%,25%,12%,19%,12%,25%,25%,31%,12%,12%,38%,6%,38%,25%,19%,25%,44%,44%,50%,19%,44%,31%,38%,25%,50%,56%,62%,44%,38%,50%,44%,56%,69%,75%,62%,75%,56%,44%,75%,69%,75%,69%,94%,81%,88%,94%,94%,88%,100%,,,,,,,,,,
,,,,,,,,,,6%,0%,0%,12%,0%,29%,24%,12%,24%,12%,24%,24%,29%,12%,12%,35%,6%,35%,29%,24%,29%,47%,47%,47%,24%,41%,35%,35%,29%,53%,59%,59%,47%,41%,47%,47%,53%,71%,71%,65%,76%,53%,47%,76%,71%,76%,65%,94%,82%,88%,94%,88%,88%,100%,,,,,,,,,,
,,,,,,,,,,,0%,0%,11%,0%,28%,22%,17%,28%,11%,22%,22%,28%,17%,17%,33%,6%,33%,28%,22%,33%,44%,44%,44%,22%,39%,39%,39%,33%,56%,61%,56%,50%,44%,50%,50%,50%,67%,67%,61%,78%,50%,50%,78%,72%,78%,67%,94%,83%,89%,89%,83%,89%,100%,,,,,,,,,,
,,,,,,,,,,,0%,0%,11%,0%,26%,21%,16%,26%,16%,26%,21%,32%,16%,16%,37%,5%,32%,32%,21%,37%,42%,47%,47%,21%,37%,37%,37%,37%,58%,58%,58%,53%,42%,53%,53%,53%,68%,63%,63%,79%,53%,53%,74%,74%,79%,68%,95%,84%,89%,84%,79%,89%,100%,,,,,,,,,,
,,,,,,,,,,,0%,0%,10%,5%,25%,20%,15%,25%,15%,30%,20%,30%,20%,15%,35%,10%,30%,35%,20%,35%,45%,45%,45%,25%,35%,35%,40%,40%,55%,60%,60%,55%,40%,55%,55%,55%,70%,60%,60%,80%,55%,55%,75%,75%,80%,70%,95%,85%,90%,80%,75%,90%,100%,,,,,,,,,,
,,,,,,,,,,,0%,0%,10%,5%,24%,19%,14%,24%,19%,29%,19%,29%,19%,14%,33%,10%,33%,38%,19%,38%,43%,43%,48%,24%,38%,33%,38%,43%,57%,57%,57%,57%,43%,52%,57%,57%,71%,62%,62%,81%,57%,57%,76%,76%,81%,67%,95%,86%,90%,76%,71%,90%,100%,,,,,,,,,,
,,,,,,,,,,,0%,0%,14%,5%,23%,18%,14%,23%,18%,32%,23%,27%,18%,14%,32%,9%,32%,36%,18%,36%,45%,41%,50%,27%,36%,32%,36%,45%,55%,55%,59%,59%,45%,50%,59%,55%,68%,59%,64%,77%,59%,59%,73%,77%,82%,68%,95%,86%,91%,77%,73%,91%,100%,,,,,,,,,,
,,,,,,,,,,,0%,0%,13%,4%,22%,22%,13%,22%,17%,30%,22%,30%,17%,13%,30%,9%,30%,35%,17%,35%,43%,43%,48%,30%,39%,30%,39%,43%,57%,57%,61%,61%,48%,52%,61%,57%,65%,57%,61%,74%,61%,61%,74%,74%,83%,70%,96%,87%,91%,74%,74%,91%,100%,,,,,,,,,,
,,,,,,,,,,,,0%,12%,4%,21%,21%,12%,21%,21%,29%,25%,29%,17%,17%,29%,8%,29%,38%,17%,33%,42%,46%,50%,29%,42%,29%,42%,42%,58%,58%,58%,58%,46%,50%,62%,54%,67%,54%,62%,71%,62%,58%,71%,75%,83%,71%,96%,88%,92%,71%,75%,92%,100%,,,,,,,,,,
,,,,,,,,,,,,0%,12%,8%,20%,20%,16%,20%,24%,28%,24%,28%,20%,16%,28%,8%,28%,36%,16%,32%,44%,44%,48%,28%,40%,28%,44%,44%,56%,60%,56%,60%,48%,52%,60%,56%,64%,56%,60%,72%,60%,56%,72%,76%,80%,72%,96%,88%,92%,72%,76%,92%,96%,,,,,,,,,,
,,,,,,,,,,,,0%,15%,8%,19%,19%,15%,19%,23%,31%,23%,31%,19%,19%,27%,12%,31%,35%,15%,31%,46%,46%,46%,31%,38%,27%,46%,42%,58%,62%,54%,58%,50%,54%,58%,54%,62%,58%,58%,69%,62%,58%,73%,73%,77%,73%,96%,88%,92%,73%,,,92%,,,,,,,,,,
,,,,,,,,,,,,0%,15%,7%,19%,19%,15%,19%,22%,30%,22%,30%,19%,19%,30%,15%,30%,33%,19%,33%,44%,44%,44%,33%,41%,30%,44%,44%,59%,59%,56%,56%,52%,56%,59%,52%,63%,59%,59%,70%,63%,59%,74%,74%,78%,74%,93%,89%,93%,,,,93%,,,,,,,,,,
,,,,,,,,,,,,0%,14%,7%,18%,18%,14%,18%,21%,29%,21%,29%,21%,18%,29%,14%,29%,36%,18%,32%,43%,43%,43%,32%,43%,29%,43%,43%,57%,61%,57%,57%,50%,57%,61%,50%,61%,61%,61%,68%,61%,57%,75%,75%,79%,75%,93%,89%,93%,,,,,,,,,,,,,,
,,,,,,,,,,,,,14%,7%,17%,17%,14%,17%,21%,28%,21%,31%,21%,17%,28%,14%,28%,34%,17%,34%,45%,41%,41%,31%,41%,31%,45%,41%,55%,62%,59%,55%,48%,55%,59%,52%,62%,62%,59%,69%,59%,55%,76%,76%,79%,76%,93%,90%,93%,,,,,,,,,,,,,,
,,,,,,,,,,,,,13%,7%,17%,17%,13%,17%,23%,30%,20%,30%,23%,20%,27%,13%,27%,33%,17%,33%,43%,40%,40%,30%,40%,30%,43%,43%,57%,63%,60%,57%,50%,57%,60%,53%,60%,63%,57%,70%,57%,57%,77%,77%,80%,73%,93%,87%,90%,,,,,,,,,,,,,,
,,,,,,,,,,,,,13%,6%,16%,16%,13%,16%,23%,29%,19%,29%,26%,23%,26%,13%,26%,35%,19%,32%,45%,39%,39%,29%,39%,29%,42%,42%,55%,65%,61%,55%,52%,58%,61%,52%,61%,65%,55%,71%,58%,55%,77%,77%,81%,74%,94%,87%,90%,,,,,,,,,,,,,,
,,,,,,,,,,,,,12%,6%,16%,16%,12%,16%,25%,28%,19%,28%,25%,25%,25%,12%,25%,34%,19%,31%,44%,38%,38%,31%,38%,31%,41%,44%,53%,66%,59%,56%,50%,56%,62%,53%,62%,66%,56%,72%,59%,56%,78%,78%,78%,75%,94%,84%,91%,,,,,,,,,,,,,,
,,,,,,,,,,,,,12%,6%,15%,15%,12%,15%,24%,27%,18%,30%,24%,24%,24%,15%,27%,33%,18%,30%,42%,36%,39%,30%,36%,33%,39%,45%,52%,67%,58%,58%,52%,55%,64%,52%,64%,64%,58%,73%,61%,58%,79%,79%,76%,76%,91%,82%,91%,,,,,,,,,,,,,,
,,,,,,,,,,,,,12%,6%,15%,15%,12%,15%,24%,26%,18%,29%,24%,24%,24%,15%,26%,32%,18%,32%,44%,38%,41%,29%,38%,35%,38%,47%,50%,68%,56%,56%,53%,53%,65%,53%,65%,62%,59%,74%,62%,59%,79%,79%,76%,76%,91%,82%,91%,,,,,,,,,,,,,,
,,,,,,,,,,,,,14%,6%,14%,14%,11%,14%,23%,26%,17%,31%,26%,23%,23%,17%,29%,31%,17%,31%,46%,37%,43%,31%,40%,34%,40%,46%,51%,69%,54%,54%,54%,54%,66%,54%,63%,63%,60%,74%,60%,60%,80%,80%,77%,77%,91%,80%,91%,,,,,,,,,,,,,,
,,,,,,,,,,,,,14%,6%,14%,14%,11%,14%,22%,25%,19%,31%,25%,25%,22%,17%,28%,31%,17%,31%,44%,36%,42%,31%,39%,36%,39%,47%,53%,69%,56%,56%,56%,56%,64%,53%,64%,61%,61%,75%,58%,61%,81%,81%,78%,78%,92%,81%,89%,,,,,,,,,,,,,,
,,,,,,,,,,,,,14%,5%,14%,14%,14%,14%,22%,27%,19%,30%,24%,24%,22%,16%,27%,30%,19%,30%,43%,35%,41%,32%,41%,35%,41%,49%,54%,68%,57%,57%,57%,57%,65%,51%,62%,62%,62%,76%,57%,62%,81%,81%,78%,78%,92%,81%,89%,,,,,,,,,,,,,,
,,,,,,,,,,,,,13%,5%,16%,13%,13%,13%,24%,26%,21%,29%,24%,24%,24%,18%,26%,29%,21%,29%,45%,34%,39%,32%,39%,34%,42%,47%,55%,68%,58%,58%,55%,58%,66%,50%,63%,63%,63%,76%,58%,63%,82%,82%,79%,76%,92%,82%,89%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,8%,15%,15%,13%,13%,23%,28%,23%,28%,23%,23%,23%,18%,26%,28%,23%,31%,44%,33%,38%,33%,38%,33%,44%,46%,56%,69%,56%,56%,56%,59%,64%,49%,64%,64%,62%,77%,59%,64%,79%,82%,79%,77%,92%,82%,90%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,15%,15%,12%,12%,22%,28%,22%,28%,22%,22%,25%,20%,28%,30%,25%,30%,42%,32%,38%,35%,38%,35%,42%,48%,57%,70%,57%,55%,57%,60%,62%,50%,62%,65%,60%,75%,57%,62%,80%,82%,80%,75%,92%,80%,88%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,17%,15%,12%,12%,22%,29%,22%,29%,22%,22%,27%,22%,27%,29%,27%,29%,44%,34%,37%,34%,37%,34%,44%,46%,59%,71%,56%,56%,59%,61%,61%,51%,63%,66%,61%,76%,59%,61%,80%,83%,80%,76%,93%,80%,88%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,19%,14%,12%,12%,21%,29%,21%,29%,21%,24%,26%,24%,26%,29%,29%,31%,43%,33%,36%,36%,36%,36%,43%,45%,60%,71%,57%,57%,60%,60%,62%,52%,64%,64%,62%,74%,60%,62%,81%,83%,81%,76%,93%,79%,88%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,19%,16%,14%,12%,21%,30%,23%,28%,21%,23%,26%,23%,28%,28%,30%,30%,44%,33%,35%,35%,35%,35%,44%,44%,58%,70%,56%,56%,60%,60%,63%,51%,65%,65%,60%,74%,60%,63%,81%,84%,81%,77%,93%,79%,88%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,18%,16%,14%,11%,20%,32%,23%,27%,20%,23%,25%,25%,27%,27%,30%,30%,43%,34%,36%,34%,34%,34%,45%,43%,57%,70%,55%,55%,61%,59%,61%,50%,64%,64%,59%,75%,61%,64%,82%,84%,82%,77%,93%,80%,89%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,18%,16%,13%,13%,20%,31%,22%,27%,22%,22%,24%,24%,27%,27%,29%,29%,44%,33%,38%,33%,33%,33%,44%,44%,56%,69%,53%,56%,60%,60%,62%,51%,64%,64%,58%,76%,62%,62%,80%,84%,82%,78%,93%,80%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,17%,15%,15%,13%,20%,30%,24%,26%,22%,24%,26%,24%,26%,28%,30%,28%,43%,33%,39%,33%,33%,35%,43%,46%,54%,67%,52%,57%,61%,61%,63%,52%,65%,65%,59%,74%,63%,63%,80%,83%,83%,78%,93%,80%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,19%,15%,15%,13%,19%,32%,23%,28%,21%,23%,26%,23%,28%,28%,32%,30%,43%,34%,40%,34%,34%,36%,43%,45%,53%,68%,51%,57%,62%,60%,64%,51%,66%,66%,60%,72%,64%,64%,79%,83%,83%,77%,91%,81%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,19%,15%,15%,12%,19%,33%,23%,27%,23%,25%,27%,23%,29%,27%,31%,29%,44%,35%,42%,35%,33%,38%,42%,46%,54%,67%,52%,56%,62%,60%,62%,52%,67%,65%,60%,73%,65%,65%,79%,83%,83%,77%,92%,81%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,18%,14%,14%,12%,18%,33%,22%,27%,22%,27%,27%,22%,31%,27%,33%,29%,45%,37%,43%,35%,33%,37%,41%,47%,53%,65%,53%,55%,61%,59%,61%,53%,67%,65%,59%,73%,63%,65%,80%,84%,84%,78%,92%,82%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,18%,14%,16%,12%,18%,34%,24%,26%,22%,26%,28%,24%,30%,28%,32%,28%,44%,36%,44%,34%,32%,38%,40%,48%,52%,66%,54%,54%,62%,58%,62%,54%,68%,66%,58%,74%,62%,64%,80%,82%,84%,78%,90%,82%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,18%,14%,16%,12%,18%,33%,25%,25%,22%,25%,27%,24%,31%,27%,33%,27%,45%,37%,43%,33%,33%,37%,39%,47%,53%,65%,55%,55%,61%,57%,61%,55%,69%,67%,59%,75%,61%,63%,78%,82%,84%,78%,90%,82%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,17%,13%,15%,13%,17%,33%,25%,27%,23%,25%,27%,23%,33%,27%,35%,27%,44%,37%,42%,33%,35%,37%,40%,48%,54%,65%,56%,54%,62%,58%,60%,56%,69%,67%,60%,73%,60%,63%,79%,83%,85%,79%,88%,83%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,17%,13%,15%,13%,19%,32%,25%,26%,23%,25%,28%,25%,32%,28%,34%,26%,43%,38%,42%,34%,34%,38%,42%,49%,53%,66%,57%,55%,62%,57%,60%,57%,70%,66%,60%,74%,58%,64%,77%,83%,85%,79%,89%,83%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,17%,15%,15%,13%,19%,31%,24%,26%,22%,24%,28%,24%,31%,30%,33%,26%,44%,37%,41%,33%,33%,37%,41%,50%,52%,67%,57%,56%,63%,57%,59%,56%,69%,67%,59%,72%,59%,65%,76%,81%,85%,80%,87%,81%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,16%,15%,15%,13%,20%,31%,24%,25%,22%,24%,29%,25%,31%,29%,33%,25%,44%,36%,42%,33%,33%,36%,42%,49%,53%,67%,56%,56%,62%,58%,60%,55%,67%,67%,60%,71%,60%,65%,76%,82%,85%,80%,85%,82%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,16%,14%,14%,14%,21%,30%,23%,25%,21%,25%,29%,25%,30%,30%,34%,25%,43%,38%,41%,32%,32%,38%,41%,48%,52%,68%,55%,57%,62%,59%,59%,54%,68%,68%,61%,71%,59%,64%,77%,82%,86%,80%,86%,82%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,16%,14%,16%,14%,21%,30%,23%,26%,21%,25%,30%,26%,32%,30%,35%,26%,42%,37%,42%,32%,32%,37%,40%,47%,51%,67%,56%,58%,63%,58%,60%,53%,68%,68%,61%,72%,60%,63%,77%,81%,86%,81%,86%,81%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,16%,14%,16%,16%,21%,29%,22%,26%,21%,24%,29%,26%,31%,29%,36%,28%,41%,38%,41%,33%,33%,38%,40%,47%,50%,66%,55%,57%,64%,59%,59%,53%,67%,67%,60%,72%,60%,64%,78%,79%,86%,79%,84%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,15%,,15%,15%,22%,29%,22%,27%,22%,24%,29%,25%,31%,31%,36%,27%,41%,37%,41%,32%,34%,37%,39%,46%,49%,64%,56%,56%,64%,59%,59%,53%,68%,66%,61%,73%,61%,64%,76%,80%,85%,80%,85%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,17%,,,15%,23%,28%,22%,27%,23%,23%,30%,25%,30%,30%,35%,28%,42%,38%,40%,32%,33%,38%,38%,45%,50%,65%,55%,57%,65%,58%,60%,52%,67%,67%,60%,73%,60%,63%,77%,80%,85%,80%,85%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,16%,,,15%,23%,30%,21%,26%,23%,25%,30%,26%,31%,31%,34%,28%,41%,38%,41%,31%,33%,38%,38%,46%,51%,64%,54%,57%,64%,57%,61%,51%,66%,67%,61%,74%,59%,62%,77%,80%,85%,80%,84%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,16%,,,15%,23%,29%,21%,26%,23%,24%,29%,26%,31%,31%,35%,27%,42%,37%,40%,32%,34%,37%,39%,47%,52%,65%,53%,56%,63%,56%,61%,52%,65%,66%,61%,74%,58%,63%,77%,81%,85%,81%,84%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,16%,,,16%,22%,29%,21%,25%,24%,24%,29%,25%,30%,32%,35%,27%,41%,38%,41%,32%,35%,37%,38%,46%,51%,65%,54%,57%,63%,56%,62%,52%,63%,67%,62%,75%,59%,63%,78%,81%,86%,79%,84%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,16%,,,16%,22%,28%,20%,27%,23%,23%,30%,25%,30%,31%,34%,28%,42%,38%,41%,33%,34%,38%,39%,47%,52%,64%,55%,58%,64%,56%,61%,53%,64%,66%,62%,75%,59%,62%,77%,80%,86%,80%,84%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,15%,,,17%,23%,28%,22%,26%,23%,25%,29%,25%,29%,31%,35%,29%,42%,38%,42%,34%,35%,38%,38%,46%,52%,65%,55%,57%,65%,57%,62%,52%,65%,66%,63%,75%,60%,62%,77%,78%,85%,78%,85%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,15%,,,18%,23%,27%,21%,26%,23%,24%,29%,26%,30%,30%,35%,30%,41%,38%,42%,35%,35%,38%,38%,47%,53%,65%,55%,56%,65%,56%,61%,53%,64%,65%,64%,76%,61%,61%,76%,79%,85%,77%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,15%,,,18%,22%,28%,22%,25%,22%,25%,28%,25%,30%,30%,34%,31%,42%,39%,43%,36%,34%,37%,37%,46%,52%,64%,55%,55%,64%,57%,60%,54%,64%,66%,63%,76%,60%,60%,76%,79%,85%,76%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,15%,,,19%,22%,28%,22%,26%,22%,25%,28%,25%,31%,29%,34%,31%,43%,38%,43%,35%,34%,38%,37%,47%,53%,63%,56%,54%,63%,56%,59%,53%,65%,66%,63%,76%,60%,60%,76%,79%,85%,76%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,14%,,,20%,23%,28%,22%,26%,22%,25%,28%,25%,30%,30%,35%,32%,42%,38%,42%,36%,33%,39%,36%,46%,54%,62%,57%,55%,62%,57%,59%,54%,64%,67%,64%,77%,59%,61%,75%,78%,86%,77%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,14%,,,21%,24%,27%,23%,26%,21%,24%,27%,24%,30%,31%,34%,33%,41%,39%,43%,37%,33%,39%,37%,47%,53%,61%,57%,54%,61%,56%,60%,54%,64%,67%,64%,77%,60%,61%,76%,79%,84%,76%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,15%,,,21%,24%,27%,23%,27%,21%,24%,27%,24%,30%,31%,34%,34%,41%,39%,42%,37%,32%,39%,37%,46%,54%,62%,58%,55%,61%,56%,61%,55%,65%,68%,63%,77%,59%,62%,75%,77%,85%,76%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,17%,,,22%,25%,26%,22%,26%,21%,24%,26%,24%,31%,32%,33%,33%,40%,39%,42%,36%,33%,40%,38%,46%,53%,62%,58%,54%,60%,57%,61%,56%,64%,67%,64%,78%,58%,62%,74%,78%,85%,76%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,18%,,,22%,25%,26%,22%,26%,21%,23%,27%,23%,30%,33%,33%,33%,40%,40%,41%,36%,34%,40%,37%,47%,52%,62%,59%,55%,59%,58%,60%,56%,64%,67%,63%,77%,59%,63%,74%,77%,85%,75%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,23%,24%,26%,22%,26%,20%,24%,27%,23%,31%,34%,32%,32%,39%,39%,42%,35%,35%,41%,36%,46%,53%,61%,58%,54%,59%,58%,61%,57%,65%,68%,64%,77%,59%,64%,74%,77%,84%,74%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,24%,24%,25%,23%,25%,20%,24%,27%,24%,31%,35%,32%,32%,39%,39%,43%,35%,35%,41%,36%,45%,53%,60%,59%,53%,59%,57%,61%,56%,65%,68%,63%,77%,60%,64%,75%,77%,84%,73%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,25%,24%,25%,22%,25%,20%,24%,26%,25%,30%,34%,33%,32%,38%,39%,43%,34%,34%,41%,37%,45%,54%,61%,59%,53%,59%,58%,62%,55%,64%,68%,62%,78%,61%,63%,75%,78%,84%,72%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,25%,25%,25%,22%,26%,19%,23%,26%,26%,31%,34%,32%,31%,38%,39%,43%,34%,34%,42%,36%,44%,55%,60%,60%,53%,60%,58%,62%,56%,65%,69%,62%,78%,60%,64%,75%,78%,84%,71%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,24%,24%,24%,22%,27%,19%,23%,27%,26%,32%,33%,32%,31%,38%,38%,42%,35%,35%,42%,37%,44%,54%,59%,60%,53%,59%,58%,62%,55%,64%,69%,63%,78%,59%,64%,74%,78%,83%,72%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,24%,24%,24%,22%,27%,19%,24%,27%,25%,32%,33%,32%,30%,39%,39%,42%,35%,35%,43%,37%,43%,54%,58%,59%,52%,58%,58%,61%,54%,63%,70%,63%,78%,59%,65%,73%,77%,84%,72%,,,,,,,,,,,,,,,,,
