,,,,,,,,,,,22%,26%,22%,22%,48%,35%,26%,26%,22%,35%,30%,26%,39%,39%,26%,26%,22%,22%,17%,17%,22%,26%,35%,26%,26%,30%,30%,26%,26%,43%,30%,30%,30%,22%,22%,22%,13%,26%,26%,4%,35%,17%,22%,17%,22%,30%,13%,13%,13%,22%,22%,39%,17%,26%,26%,43%,13%,17%,35%,26%,13%,13%,13%,13%,22%,39%,13%,26%,26%,,,,,,,,,,,
,,,,,,,,,,,21%,25%,21%,25%,46%,33%,29%,25%,21%,38%,29%,25%,38%,38%,25%,25%,21%,21%,17%,17%,21%,25%,38%,25%,25%,29%,33%,25%,25%,42%,33%,29%,33%,25%,25%,25%,12%,25%,25%,4%,33%,17%,21%,17%,21%,29%,17%,12%,17%,21%,21%,42%,17%,25%,25%,42%,12%,21%,33%,25%,17%,17%,12%,12%,25%,38%,12%,25%,25%,,,,,,,,,,,
,,,,,,,,,,,24%,24%,20%,28%,44%,32%,28%,28%,20%,36%,28%,24%,36%,36%,24%,24%,20%,20%,16%,16%,20%,28%,36%,24%,24%,28%,32%,24%,28%,40%,36%,28%,32%,24%,24%,24%,12%,28%,28%,4%,36%,16%,24%,16%,24%,28%,16%,16%,20%,20%,20%,40%,20%,24%,28%,44%,16%,20%,32%,28%,16%,16%,12%,12%,28%,40%,16%,24%,24%,,,,,,,,,,,
,,,,,,,,,,,23%,,23%,27%,46%,35%,27%,27%,19%,35%,31%,23%,35%,35%,27%,23%,19%,19%,19%,19%,23%,27%,38%,27%,23%,27%,35%,23%,27%,38%,38%,31%,35%,23%,23%,23%,15%,27%,27%,4%,38%,15%,23%,15%,23%,27%,19%,15%,19%,19%,19%,42%,19%,23%,27%,42%,19%,19%,31%,27%,15%,19%,12%,12%,27%,38%,15%,,23%,,,,,,,,,,,
,,,,,,,,,,,22%,,26%,26%,44%,33%,26%,26%,22%,33%,30%,22%,33%,37%,30%,26%,19%,19%,22%,22%,22%,26%,41%,26%,22%,26%,33%,26%,26%,37%,37%,30%,33%,26%,22%,22%,15%,26%,26%,4%,41%,15%,26%,15%,22%,26%,22%,15%,19%,19%,22%,41%,22%,22%,26%,41%,19%,19%,30%,26%,15%,22%,11%,11%,30%,37%,19%,,22%,,,,,,,,,,,
,,,,,,,,,,,25%,,25%,29%,43%,32%,25%,25%,21%,32%,32%,21%,32%,39%,29%,25%,18%,18%,21%,21%,21%,29%,43%,29%,21%,25%,36%,25%,25%,36%,36%,32%,36%,25%,21%,25%,18%,25%,25%,7%,39%,14%,25%,18%,21%,25%,21%,18%,18%,21%,25%,39%,21%,25%,25%,39%,18%,18%,32%,25%,14%,21%,11%,11%,29%,36%,18%,,21%,,,,,,,,,,,
,,,,,,,,,,,28%,,28%,28%,41%,31%,24%,24%,21%,31%,31%,21%,34%,38%,28%,28%,17%,21%,21%,24%,24%,28%,41%,28%,21%,24%,38%,28%,24%,34%,34%,31%,34%,24%,21%,24%,17%,24%,24%,10%,38%,14%,24%,17%,24%,24%,21%,21%,17%,24%,24%,38%,21%,24%,28%,38%,17%,17%,34%,24%,17%,21%,14%,10%,31%,34%,17%,,21%,,,,,,,,,,,
,,,,,,,,,,,27%,,30%,27%,40%,30%,23%,23%,20%,30%,30%,20%,37%,40%,30%,30%,20%,23%,23%,23%,27%,30%,40%,27%,20%,23%,37%,27%,23%,33%,33%,30%,37%,27%,23%,23%,20%,23%,23%,10%,40%,13%,27%,20%,27%,23%,20%,20%,17%,23%,23%,37%,20%,23%,27%,37%,17%,17%,37%,27%,17%,23%,13%,10%,30%,37%,20%,,20%,,,,,,,,,,,
,,,,,,,,,,,26%,,29%,26%,42%,29%,23%,23%,19%,32%,29%,19%,35%,39%,32%,29%,19%,23%,23%,23%,29%,32%,39%,29%,23%,23%,39%,26%,26%,35%,35%,32%,39%,26%,23%,23%,19%,26%,23%,13%,39%,13%,29%,19%,26%,26%,19%,19%,16%,26%,23%,35%,19%,26%,26%,35%,16%,16%,35%,29%,16%,26%,16%,13%,29%,39%,19%,,19%,,,,,,,,,,,
,,,,,,,,,,,25%,,31%,25%,44%,31%,22%,22%,22%,31%,28%,19%,34%,38%,31%,28%,19%,25%,25%,22%,28%,31%,41%,31%,22%,22%,38%,25%,25%,34%,38%,31%,38%,25%,22%,25%,19%,28%,22%,12%,41%,12%,28%,19%,28%,25%,19%,19%,16%,25%,22%,34%,22%,25%,25%,38%,16%,16%,34%,28%,16%,28%,16%,12%,28%,38%,19%,,22%,,,,,,,,,,,
,,,,,,,,,,,24%,,30%,24%,42%,30%,21%,21%,21%,30%,30%,18%,36%,36%,30%,30%,18%,24%,24%,21%,27%,30%,39%,30%,21%,21%,36%,24%,24%,36%,36%,30%,36%,24%,21%,24%,21%,30%,24%,12%,39%,12%,27%,18%,27%,24%,18%,21%,15%,27%,21%,33%,21%,27%,24%,36%,15%,15%,33%,27%,15%,27%,18%,15%,27%,36%,18%,,21%,,,,,,,,,,,
,,,,,,,,,,,24%,,32%,26%,41%,29%,24%,24%,21%,29%,29%,18%,35%,38%,32%,29%,18%,26%,24%,21%,26%,29%,38%,29%,21%,21%,35%,24%,24%,38%,35%,32%,35%,24%,21%,24%,21%,29%,24%,15%,38%,12%,26%,18%,26%,24%,18%,24%,18%,26%,24%,32%,24%,29%,24%,35%,15%,15%,35%,29%,15%,26%,18%,15%,26%,35%,21%,,21%,,,,,,,,,,,
,,,,,,,,,,,26%,,31%,26%,40%,31%,26%,23%,20%,29%,29%,17%,34%,40%,31%,29%,20%,26%,23%,20%,26%,31%,37%,29%,23%,20%,34%,23%,26%,37%,34%,31%,37%,26%,23%,26%,20%,29%,23%,14%,40%,14%,29%,20%,26%,23%,17%,26%,17%,26%,23%,34%,23%,29%,26%,34%,14%,14%,37%,29%,14%,26%,17%,14%,29%,34%,20%,,20%,,,,,,,,,,,
,,,,,,,,,,,25%,,31%,28%,42%,33%,25%,22%,22%,31%,28%,19%,33%,39%,33%,28%,19%,25%,22%,19%,28%,31%,36%,31%,22%,19%,33%,22%,25%,36%,33%,33%,36%,25%,25%,25%,19%,31%,22%,14%,39%,14%,28%,22%,25%,22%,17%,25%,17%,25%,22%,33%,22%,28%,25%,36%,14%,17%,36%,28%,17%,25%,17%,14%,28%,33%,19%,,22%,,,,,,,,,,,
,,,,,,,,,,,24%,,30%,27%,41%,32%,24%,22%,22%,32%,27%,19%,32%,41%,35%,27%,22%,27%,22%,22%,27%,30%,35%,30%,24%,19%,32%,22%,24%,35%,32%,32%,38%,24%,24%,24%,19%,30%,24%,16%,38%,14%,27%,24%,24%,24%,16%,24%,16%,24%,22%,32%,24%,30%,24%,38%,16%,16%,35%,27%,16%,24%,16%,14%,27%,32%,19%,,22%,,,,,,,,,,,
,,,,,,,,,,,24%,,29%,26%,39%,32%,24%,24%,21%,32%,29%,18%,32%,39%,34%,26%,24%,26%,21%,21%,26%,29%,37%,29%,24%,21%,32%,21%,24%,37%,34%,34%,39%,26%,26%,26%,18%,32%,24%,18%,37%,13%,26%,24%,24%,24%,16%,24%,18%,26%,21%,32%,24%,29%,26%,37%,18%,16%,34%,29%,16%,26%,18%,16%,26%,32%,18%,,21%,,,,,,,,,,,
,,,,,,,,,,,26%,,,26%,38%,33%,23%,23%,21%,31%,28%,18%,33%,38%,36%,28%,26%,26%,21%,23%,26%,28%,36%,31%,23%,21%,31%,21%,26%,36%,33%,36%,38%,26%,26%,26%,21%,31%,23%,18%,36%,13%,26%,23%,23%,23%,18%,23%,21%,28%,21%,31%,23%,31%,26%,36%,18%,18%,36%,28%,15%,26%,18%,15%,26%,33%,,,,,,,,,,,,,,
,,,,,,,,,,,25%,,,25%,40%,32%,22%,22%,20%,30%,30%,18%,35%,38%,38%,28%,25%,25%,20%,22%,25%,30%,35%,30%,22%,20%,30%,20%,25%,35%,32%,35%,38%,25%,25%,25%,20%,30%,22%,18%,35%,12%,28%,22%,22%,22%,20%,22%,20%,30%,20%,30%,22%,30%,28%,35%,18%,18%,38%,30%,15%,28%,18%,15%,25%,32%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,24%,39%,32%,22%,22%,22%,29%,32%,20%,34%,37%,37%,29%,24%,24%,20%,22%,24%,29%,37%,29%,22%,20%,32%,20%,27%,34%,32%,34%,37%,24%,24%,24%,22%,29%,24%,17%,34%,15%,27%,24%,24%,22%,22%,24%,20%,29%,20%,29%,24%,29%,27%,34%,17%,20%,39%,32%,15%,27%,17%,15%,24%,32%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,24%,40%,31%,21%,21%,21%,29%,31%,19%,36%,36%,36%,31%,26%,26%,19%,24%,24%,29%,38%,29%,21%,19%,31%,19%,29%,33%,31%,33%,36%,24%,24%,24%,21%,31%,24%,17%,36%,14%,29%,24%,24%,24%,21%,26%,21%,29%,21%,29%,26%,29%,29%,33%,17%,19%,38%,31%,14%,29%,,14%,26%,31%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,26%,40%,33%,,23%,21%,30%,30%,21%,35%,35%,35%,30%,26%,28%,21%,23%,26%,28%,40%,30%,21%,19%,30%,19%,28%,35%,30%,33%,35%,23%,23%,26%,21%,33%,23%,16%,35%,14%,28%,23%,26%,23%,21%,26%,23%,28%,21%,30%,28%,28%,30%,33%,19%,19%,37%,33%,14%,28%,,14%,26%,30%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,27%,39%,32%,,23%,20%,30%,32%,23%,34%,36%,34%,30%,25%,27%,23%,23%,27%,30%,39%,32%,23%,18%,32%,20%,27%,36%,30%,32%,34%,23%,23%,25%,20%,32%,25%,16%,34%,14%,27%,23%,27%,23%,20%,25%,23%,27%,20%,30%,27%,27%,32%,32%,18%,18%,39%,32%,14%,27%,,14%,27%,30%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,27%,38%,31%,,22%,20%,29%,31%,22%,36%,36%,33%,31%,27%,27%,22%,22%,29%,29%,38%,33%,24%,18%,31%,20%,27%,36%,29%,31%,33%,22%,24%,24%,20%,31%,24%,16%,33%,13%,27%,22%,27%,22%,20%,24%,24%,27%,20%,31%,27%,27%,31%,33%,18%,18%,38%,31%,13%,27%,,13%,27%,29%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,26%,37%,33%,,22%,20%,30%,30%,22%,35%,35%,33%,30%,28%,26%,24%,22%,28%,28%,37%,33%,24%,20%,30%,20%,28%,37%,28%,30%,35%,24%,24%,24%,20%,30%,24%,17%,33%,13%,28%,22%,26%,22%,20%,24%,24%,28%,22%,30%,28%,28%,30%,33%,17%,17%,37%,30%,13%,26%,,13%,28%,28%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,28%,36%,34%,,21%,19%,30%,30%,21%,34%,34%,32%,30%,28%,28%,23%,21%,30%,28%,38%,34%,26%,19%,30%,21%,28%,38%,30%,30%,34%,23%,23%,23%,19%,30%,26%,19%,32%,13%,28%,21%,28%,21%,19%,23%,26%,28%,21%,30%,30%,28%,30%,32%,17%,17%,36%,30%,13%,26%,,13%,28%,30%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,27%,35%,33%,,21%,19%,29%,29%,21%,33%,33%,31%,29%,27%,27%,25%,21%,29%,27%,38%,33%,25%,19%,29%,23%,27%,40%,29%,29%,33%,23%,23%,23%,19%,29%,27%,19%,31%,12%,29%,21%,27%,21%,19%,23%,25%,27%,21%,29%,31%,29%,29%,31%,17%,17%,35%,29%,12%,27%,,12%,27%,29%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,27%,35%,,,20%,20%,29%,29%,20%,33%,33%,31%,31%,29%,27%,24%,20%,29%,27%,39%,33%,24%,18%,29%,22%,27%,41%,29%,31%,33%,22%,22%,22%,20%,29%,27%,18%,31%,12%,29%,20%,27%,22%,18%,22%,24%,29%,20%,29%,31%,29%,29%,31%,16%,16%,35%,29%,12%,27%,,,27%,29%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,26%,34%,,,20%,22%,28%,28%,20%,32%,34%,30%,32%,28%,26%,24%,20%,28%,26%,40%,32%,24%,18%,30%,22%,28%,40%,28%,32%,34%,22%,22%,22%,20%,30%,26%,20%,30%,12%,30%,20%,26%,22%,18%,22%,24%,28%,20%,30%,30%,28%,28%,30%,16%,16%,34%,28%,12%,26%,,,28%,28%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,25%,33%,,,20%,22%,27%,27%,20%,31%,33%,31%,33%,27%,25%,24%,20%,27%,25%,39%,31%,24%,18%,29%,22%,27%,39%,29%,31%,33%,22%,24%,24%,20%,29%,25%,20%,29%,12%,31%,22%,27%,22%,18%,24%,24%,27%,20%,31%,31%,27%,27%,29%,16%,16%,35%,27%,12%,25%,,,27%,27%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,25%,33%,,,21%,23%,29%,29%,21%,31%,33%,31%,33%,27%,25%,23%,19%,29%,27%,38%,31%,25%,17%,29%,21%,27%,38%,29%,33%,33%,21%,25%,23%,21%,31%,27%,19%,29%,13%,31%,23%,27%,21%,19%,25%,23%,29%,19%,31%,31%,27%,27%,31%,15%,17%,35%,27%,12%,25%,,,29%,29%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,26%,34%,,,23%,23%,28%,28%,21%,30%,32%,30%,32%,28%,25%,25%,19%,28%,28%,38%,30%,25%,17%,28%,21%,26%,40%,30%,32%,32%,21%,25%,23%,21%,30%,26%,19%,28%,13%,30%,23%,26%,21%,19%,26%,23%,28%,19%,30%,30%,26%,26%,30%,15%,17%,34%,26%,11%,26%,,,28%,28%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,28%,35%,,,22%,22%,30%,30%,20%,31%,31%,30%,31%,28%,24%,24%,20%,28%,28%,37%,30%,26%,17%,28%,20%,26%,39%,30%,31%,31%,20%,24%,24%,20%,30%,26%,19%,30%,13%,30%,22%,28%,20%,19%,26%,22%,28%,19%,30%,30%,26%,26%,30%,17%,17%,35%,26%,11%,26%,,,28%,28%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,29%,35%,,,24%,22%,29%,31%,20%,31%,31%,29%,33%,27%,24%,24%,22%,29%,27%,38%,29%,25%,16%,27%,22%,25%,40%,31%,33%,31%,20%,24%,24%,22%,29%,25%,20%,29%,15%,29%,22%,29%,20%,18%,25%,22%,27%,20%,29%,29%,25%,25%,29%,16%,16%,35%,25%,11%,25%,,,29%,27%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,29%,34%,,,23%,21%,30%,30%,20%,32%,32%,29%,34%,27%,25%,23%,23%,29%,27%,39%,29%,27%,18%,27%,21%,25%,41%,30%,34%,30%,20%,23%,25%,21%,29%,25%,21%,29%,14%,30%,21%,30%,20%,18%,25%,21%,27%,20%,29%,30%,25%,25%,29%,16%,18%,34%,27%,11%,25%,,,30%,27%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,28%,33%,,,23%,21%,30%,32%,19%,33%,32%,28%,33%,26%,25%,23%,25%,28%,26%,39%,28%,26%,18%,26%,21%,25%,42%,30%,33%,32%,19%,23%,25%,21%,28%,25%,21%,28%,14%,30%,23%,30%,19%,19%,25%,21%,26%,19%,28%,30%,25%,25%,30%,16%,19%,33%,26%,11%,25%,,,30%,26%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,28%,33%,,,22%,21%,29%,31%,19%,33%,31%,28%,33%,28%,24%,22%,24%,28%,26%,40%,28%,26%,17%,28%,21%,24%,41%,29%,33%,31%,19%,24%,26%,21%,28%,26%,21%,28%,14%,29%,22%,29%,21%,21%,24%,22%,26%,21%,28%,29%,24%,24%,29%,16%,19%,33%,28%,12%,24%,,,29%,28%,,,,,,,,,,,,,,
