,,,,,,,,18%,,0%,45%,18%,27%,18%,0%,27%,9%,0%,27%,18%,27%,18%,27%,45%,18%,36%,18%,27%,27%,27%,36%,36%,36%,55%,36%,27%,36%,18%,27%,27%,27%,18%,64%,55%,27%,9%,18%,9%,18%,9%,27%,36%,9%,0%,18%,18%,0%,9%,9%,0%,0%,9%,0%,,,18%,,,,,,,
,,,,,,,,17%,,0%,42%,17%,25%,17%,0%,25%,17%,8%,25%,25%,25%,25%,25%,42%,17%,33%,17%,33%,33%,33%,33%,33%,42%,58%,33%,25%,33%,17%,33%,25%,25%,17%,58%,50%,25%,8%,17%,8%,25%,17%,25%,33%,17%,0%,17%,17%,0%,8%,8%,0%,0%,8%,0%,,,,,,,,,,
,,,,,,,,,,0%,38%,15%,23%,15%,0%,23%,23%,8%,23%,23%,31%,23%,23%,38%,15%,31%,15%,31%,38%,31%,31%,38%,38%,54%,31%,23%,38%,15%,31%,31%,23%,15%,54%,46%,31%,8%,15%,8%,23%,15%,31%,38%,15%,8%,15%,23%,0%,8%,8%,0%,0%,8%,0%,,,,,,,,,,
,,,,,,,,,,0%,36%,21%,21%,14%,0%,21%,21%,7%,21%,21%,29%,21%,21%,36%,14%,29%,14%,29%,43%,29%,36%,43%,36%,57%,36%,29%,36%,14%,29%,36%,29%,21%,57%,43%,29%,14%,21%,7%,21%,14%,29%,43%,21%,14%,14%,21%,0%,7%,7%,0%,0%,7%,0%,,,,,,,,,,
,,,,,,,,,,0%,33%,20%,20%,13%,0%,20%,20%,7%,20%,20%,27%,27%,20%,33%,20%,33%,20%,27%,40%,27%,33%,40%,33%,60%,33%,27%,33%,20%,33%,33%,27%,20%,53%,47%,27%,13%,27%,7%,20%,13%,27%,40%,20%,20%,13%,20%,0%,7%,7%,0%,0%,7%,0%,,,,,,,,,,
,,,,,,,,,,0%,38%,25%,19%,12%,0%,19%,19%,6%,19%,25%,31%,31%,25%,31%,19%,31%,19%,25%,38%,31%,31%,38%,31%,56%,31%,25%,31%,19%,31%,31%,25%,19%,56%,50%,25%,12%,25%,12%,25%,12%,25%,38%,19%,19%,12%,19%,0%,12%,6%,0%,0%,6%,0%,,,,,,,,,,
,,,,,,,,,,0%,35%,29%,24%,12%,0%,18%,18%,6%,18%,29%,35%,29%,24%,29%,18%,29%,18%,24%,35%,29%,29%,35%,29%,53%,35%,24%,35%,18%,29%,29%,24%,18%,53%,53%,24%,18%,24%,12%,24%,12%,29%,35%,18%,18%,12%,24%,0%,12%,6%,0%,0%,6%,0%,,,,,,,,,,
,,,,,,,,,,,39%,33%,22%,11%,0%,17%,17%,6%,22%,28%,33%,33%,22%,28%,22%,28%,17%,22%,39%,28%,33%,33%,28%,56%,33%,22%,33%,17%,28%,28%,22%,17%,50%,50%,22%,22%,22%,17%,28%,11%,28%,33%,17%,17%,11%,22%,0%,11%,6%,0%,6%,6%,0%,,,,,,,,,,
,,,,,,,,,,,37%,37%,21%,11%,0%,16%,16%,11%,21%,26%,37%,32%,21%,26%,21%,32%,16%,21%,37%,26%,37%,32%,26%,58%,32%,21%,32%,16%,26%,26%,21%,16%,47%,47%,21%,21%,21%,21%,26%,11%,26%,32%,16%,16%,11%,21%,0%,11%,5%,5%,5%,5%,0%,,,,,,,,,,
,,,,,,,,,,,35%,35%,20%,10%,0%,15%,15%,15%,20%,25%,35%,30%,20%,25%,25%,30%,15%,20%,40%,25%,35%,30%,25%,55%,35%,20%,30%,15%,30%,25%,20%,15%,50%,45%,20%,20%,20%,25%,25%,10%,25%,30%,15%,15%,10%,20%,0%,10%,5%,10%,10%,5%,0%,,,,,,,,,,
,,,,,,,,,,,33%,33%,19%,10%,0%,14%,14%,14%,19%,29%,38%,29%,19%,24%,24%,33%,14%,19%,38%,24%,33%,33%,24%,57%,33%,19%,29%,14%,29%,24%,19%,14%,48%,43%,19%,19%,19%,24%,24%,10%,24%,29%,14%,14%,10%,24%,0%,10%,5%,10%,10%,5%,0%,,,,,,,,,,
,,,,,,,,,,,32%,32%,18%,9%,0%,14%,14%,14%,18%,27%,36%,27%,23%,23%,27%,32%,14%,18%,36%,27%,32%,32%,23%,55%,32%,23%,27%,14%,32%,27%,18%,14%,45%,45%,18%,23%,23%,27%,23%,14%,23%,27%,14%,14%,9%,23%,0%,9%,5%,9%,9%,5%,0%,,,,,,,,,,
,,,,,,,,,,,,30%,17%,13%,4%,13%,13%,13%,17%,30%,35%,26%,22%,22%,30%,30%,17%,17%,39%,26%,35%,30%,26%,52%,30%,22%,26%,17%,30%,26%,17%,13%,43%,43%,17%,22%,22%,30%,22%,13%,22%,26%,13%,13%,9%,22%,0%,9%,4%,13%,9%,4%,0%,,,,,,,,,,
,,,,,,,,,,,,29%,17%,12%,8%,12%,12%,17%,17%,29%,33%,25%,21%,21%,29%,29%,21%,17%,38%,25%,33%,29%,25%,50%,29%,21%,25%,17%,29%,25%,21%,12%,42%,42%,17%,25%,21%,33%,21%,17%,21%,29%,12%,12%,8%,21%,0%,8%,4%,17%,,4%,0%,,,,,,,,,,
,,,,,,,,,,,,28%,16%,12%,8%,12%,12%,20%,16%,32%,32%,24%,20%,20%,28%,28%,24%,16%,36%,28%,32%,28%,28%,48%,32%,24%,24%,16%,28%,24%,20%,12%,40%,40%,20%,24%,24%,32%,24%,16%,20%,28%,12%,12%,12%,20%,0%,8%,4%,16%,,,0%,,,,,,,,,,
,,,,,,,,,,,,27%,15%,12%,12%,12%,15%,19%,15%,31%,35%,23%,19%,19%,27%,27%,23%,15%,35%,31%,31%,27%,31%,46%,35%,23%,23%,15%,27%,23%,19%,15%,38%,38%,23%,27%,23%,31%,23%,15%,19%,27%,12%,12%,15%,19%,0%,8%,4%,15%,,,4%,,,,,,,,,,
,,,,,,,,,,,,30%,15%,11%,11%,15%,19%,22%,19%,30%,37%,22%,19%,22%,26%,26%,22%,15%,33%,30%,30%,30%,30%,44%,33%,22%,26%,15%,26%,26%,19%,19%,37%,37%,22%,30%,22%,30%,22%,15%,19%,26%,11%,11%,15%,19%,4%,7%,4%,,,,4%,,,,,,,,,,
,,,,,,,,,,,,,18%,11%,14%,14%,18%,21%,18%,29%,36%,21%,18%,21%,29%,25%,25%,14%,36%,29%,29%,29%,32%,43%,32%,25%,25%,18%,25%,25%,18%,18%,39%,36%,21%,29%,21%,29%,21%,14%,21%,29%,11%,11%,14%,18%,4%,7%,4%,,,,,,,,,,,,,,
,,,,,,,,,,,,,17%,14%,14%,17%,17%,24%,17%,31%,34%,21%,17%,21%,31%,24%,28%,14%,38%,28%,28%,28%,31%,41%,31%,24%,24%,21%,28%,24%,17%,17%,41%,38%,21%,28%,21%,28%,24%,14%,21%,28%,10%,10%,14%,17%,3%,7%,3%,,,,,,,,,,,,,,
,,,,,,,,,,,,,17%,13%,13%,20%,17%,23%,17%,30%,37%,23%,17%,20%,33%,23%,27%,17%,40%,30%,30%,27%,30%,40%,30%,23%,23%,20%,27%,23%,17%,17%,40%,37%,20%,27%,20%,27%,23%,13%,23%,27%,10%,10%,13%,20%,3%,10%,3%,,,,,,,,,,,,,,
,,,,,,,,,,,,,16%,16%,16%,19%,19%,23%,16%,32%,39%,26%,16%,19%,35%,23%,26%,16%,39%,32%,29%,26%,29%,42%,32%,23%,26%,23%,26%,23%,16%,16%,39%,35%,19%,29%,19%,26%,23%,13%,23%,29%,10%,10%,13%,19%,3%,10%,3%,,,,,,,,,,,,,,
,,,,,,,,,,,,,16%,16%,16%,19%,19%,22%,16%,31%,38%,25%,16%,19%,38%,25%,25%,19%,38%,34%,31%,28%,28%,41%,31%,22%,28%,22%,25%,22%,16%,16%,41%,34%,19%,28%,19%,25%,22%,12%,22%,28%,9%,9%,12%,19%,3%,9%,3%,,,,,,,,,,,,,,
,,,,,,,,,,,,,18%,15%,18%,18%,18%,21%,15%,30%,36%,24%,15%,18%,39%,24%,24%,18%,36%,33%,33%,27%,27%,42%,33%,21%,27%,21%,27%,21%,18%,15%,39%,36%,18%,27%,18%,24%,21%,12%,21%,27%,9%,9%,15%,18%,6%,9%,3%,,,,,,,,,,,,,,
,,,,,,,,,,,,,21%,15%,18%,18%,18%,21%,15%,29%,35%,26%,15%,18%,41%,26%,24%,21%,35%,32%,32%,26%,26%,44%,32%,21%,26%,21%,29%,21%,18%,15%,38%,38%,18%,26%,18%,24%,21%,12%,21%,26%,9%,9%,15%,18%,6%,9%,3%,,,,,,,,,,,,,,
,,,,,,,,,,,,,20%,14%,17%,17%,17%,20%,14%,29%,34%,26%,14%,17%,40%,26%,23%,23%,34%,34%,31%,26%,26%,43%,31%,23%,26%,23%,29%,20%,20%,14%,37%,37%,17%,26%,17%,23%,20%,11%,20%,26%,9%,9%,14%,17%,6%,11%,3%,,,,,,,,,,,,,,
,,,,,,,,,,,,,19%,14%,17%,17%,17%,19%,14%,28%,33%,28%,14%,17%,39%,25%,25%,25%,33%,36%,33%,28%,25%,44%,31%,22%,28%,22%,28%,19%,19%,14%,36%,36%,17%,28%,17%,25%,19%,11%,22%,25%,8%,8%,14%,17%,6%,11%,6%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,16%,16%,16%,22%,14%,27%,32%,27%,14%,16%,38%,24%,24%,24%,32%,38%,35%,30%,24%,43%,30%,24%,27%,22%,27%,22%,19%,14%,35%,35%,16%,30%,19%,24%,19%,11%,22%,24%,8%,8%,14%,16%,5%,11%,5%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,16%,18%,18%,21%,13%,29%,32%,26%,13%,18%,37%,24%,24%,26%,32%,37%,34%,32%,24%,45%,29%,24%,26%,21%,26%,21%,18%,13%,37%,34%,16%,32%,18%,24%,18%,11%,21%,24%,8%,8%,13%,18%,5%,11%,5%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,15%,18%,18%,23%,13%,28%,31%,26%,13%,21%,36%,26%,26%,26%,31%,36%,33%,33%,23%,44%,28%,23%,26%,23%,26%,21%,18%,15%,36%,33%,18%,33%,18%,23%,18%,10%,21%,23%,10%,8%,13%,18%,5%,10%,5%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,15%,18%,18%,22%,12%,28%,32%,25%,12%,22%,35%,25%,25%,25%,30%,35%,35%,35%,25%,42%,28%,22%,28%,22%,25%,20%,18%,18%,35%,32%,20%,32%,18%,22%,20%,10%,20%,25%,10%,8%,12%,20%,5%,12%,8%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,15%,17%,20%,22%,15%,27%,32%,24%,12%,22%,34%,24%,24%,24%,29%,37%,34%,34%,24%,41%,29%,24%,27%,22%,24%,20%,17%,17%,34%,32%,22%,32%,17%,22%,20%,10%,20%,27%,10%,7%,12%,20%,5%,12%,7%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,14%,17%,19%,21%,14%,29%,33%,26%,12%,21%,36%,24%,26%,26%,29%,36%,33%,33%,24%,40%,31%,24%,29%,24%,24%,19%,17%,17%,33%,33%,21%,31%,17%,24%,19%,12%,19%,26%,10%,7%,12%,19%,5%,12%,7%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,14%,16%,19%,21%,14%,28%,33%,28%,12%,21%,35%,23%,26%,26%,28%,37%,33%,33%,23%,42%,30%,26%,28%,23%,23%,19%,19%,16%,33%,33%,21%,33%,16%,23%,21%,12%,19%,26%,9%,7%,12%,19%,5%,12%,7%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,14%,16%,18%,23%,14%,27%,32%,27%,11%,23%,34%,23%,25%,25%,27%,36%,32%,32%,23%,43%,32%,27%,27%,25%,23%,18%,18%,18%,32%,34%,23%,32%,18%,25%,20%,11%,18%,25%,9%,7%,11%,18%,5%,11%,7%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,13%,18%,18%,22%,13%,27%,33%,27%,11%,22%,33%,24%,24%,24%,29%,36%,31%,33%,22%,44%,33%,29%,29%,24%,24%,20%,20%,18%,31%,33%,22%,31%,18%,24%,22%,11%,18%,27%,9%,7%,11%,18%,4%,11%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,13%,20%,17%,24%,13%,28%,33%,26%,13%,22%,33%,24%,24%,24%,28%,37%,30%,35%,22%,43%,33%,28%,30%,24%,24%,20%,22%,17%,30%,33%,22%,30%,17%,24%,22%,13%,17%,26%,9%,7%,11%,17%,4%,11%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,13%,19%,17%,23%,13%,28%,32%,26%,13%,23%,32%,23%,23%,23%,28%,36%,30%,34%,21%,43%,32%,28%,32%,26%,23%,19%,23%,17%,30%,34%,21%,30%,17%,23%,21%,15%,17%,26%,11%,6%,11%,19%,6%,11%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,15%,21%,17%,23%,12%,27%,31%,25%,12%,23%,31%,25%,23%,23%,27%,35%,29%,33%,21%,42%,31%,27%,31%,25%,23%,21%,23%,17%,29%,33%,23%,29%,17%,23%,21%,15%,17%,25%,10%,6%,10%,19%,6%,10%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,14%,20%,16%,22%,12%,29%,31%,27%,12%,22%,31%,24%,22%,24%,27%,35%,29%,33%,20%,41%,33%,27%,31%,24%,24%,22%,22%,18%,29%,35%,22%,29%,16%,22%,22%,14%,18%,24%,10%,6%,10%,18%,6%,10%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,16%,22%,16%,22%,12%,28%,30%,26%,12%,24%,30%,24%,24%,24%,26%,36%,30%,32%,20%,42%,34%,26%,32%,24%,26%,22%,22%,18%,28%,34%,22%,28%,16%,22%,22%,14%,20%,24%,10%,6%,10%,18%,8%,10%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,16%,24%,16%,22%,14%,27%,29%,27%,14%,24%,29%,24%,24%,24%,25%,35%,29%,31%,20%,41%,33%,27%,33%,24%,25%,24%,22%,18%,27%,33%,22%,27%,16%,22%,22%,14%,22%,25%,10%,6%,10%,18%,8%,10%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,15%,23%,15%,21%,13%,27%,29%,27%,13%,23%,31%,25%,23%,23%,25%,35%,31%,31%,19%,42%,33%,27%,33%,23%,25%,23%,21%,19%,27%,33%,23%,27%,15%,21%,21%,15%,23%,25%,10%,6%,10%,17%,8%,10%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,17%,23%,15%,21%,13%,26%,28%,26%,15%,25%,30%,25%,23%,23%,25%,34%,30%,30%,19%,42%,34%,26%,32%,23%,26%,23%,21%,19%,26%,34%,23%,26%,15%,23%,21%,15%,25%,25%,11%,6%,9%,17%,8%,9%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,17%,22%,15%,20%,13%,26%,28%,26%,15%,24%,30%,24%,24%,22%,26%,35%,30%,31%,20%,43%,35%,26%,33%,22%,26%,22%,20%,19%,26%,33%,24%,26%,15%,22%,22%,15%,24%,24%,13%,7%,9%,17%,9%,9%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,18%,22%,15%,20%,13%,25%,27%,25%,15%,24%,29%,24%,24%,22%,27%,35%,29%,31%,20%,42%,36%,25%,33%,24%,25%,22%,22%,18%,25%,33%,24%,27%,16%,22%,22%,16%,24%,24%,13%,7%,9%,16%,11%,9%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,20%,,14%,20%,12%,25%,27%,25%,14%,23%,30%,25%,25%,21%,27%,34%,29%,30%,20%,41%,38%,25%,32%,25%,27%,21%,21%,18%,25%,32%,23%,27%,16%,21%,21%,16%,25%,25%,12%,7%,9%,16%,11%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,19%,,14%,19%,14%,25%,28%,25%,14%,23%,30%,25%,25%,21%,26%,33%,28%,32%,19%,40%,37%,26%,32%,25%,26%,21%,21%,18%,25%,33%,23%,26%,16%,21%,21%,16%,25%,26%,12%,9%,9%,16%,11%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,19%,,14%,19%,14%,24%,28%,26%,16%,24%,29%,24%,24%,22%,26%,33%,29%,31%,21%,40%,36%,26%,33%,24%,26%,22%,22%,19%,24%,33%,22%,26%,17%,22%,22%,16%,24%,26%,12%,10%,9%,17%,12%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,19%,,,20%,14%,25%,27%,25%,15%,25%,29%,25%,25%,22%,25%,34%,29%,31%,22%,39%,36%,27%,32%,24%,27%,24%,22%,19%,24%,32%,22%,25%,17%,24%,22%,15%,24%,25%,14%,10%,8%,17%,12%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,18%,,,20%,13%,25%,27%,27%,15%,27%,28%,25%,25%,22%,25%,33%,28%,30%,23%,38%,37%,27%,32%,25%,27%,23%,23%,18%,23%,32%,22%,25%,17%,23%,23%,15%,23%,27%,13%,10%,8%,17%,12%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,18%,,,21%,13%,25%,26%,26%,15%,26%,28%,25%,25%,21%,25%,33%,28%,30%,23%,39%,38%,26%,31%,25%,26%,23%,23%,18%,23%,33%,21%,26%,18%,23%,23%,15%,23%,26%,13%,10%,8%,16%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,18%,,,21%,15%,24%,26%,26%,15%,27%,29%,24%,24%,21%,24%,32%,27%,31%,24%,39%,37%,27%,31%,24%,26%,23%,24%,18%,23%,34%,21%,26%,19%,24%,23%,15%,24%,26%,13%,10%,8%,16%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,17%,,,21%,14%,24%,25%,27%,14%,27%,29%,24%,25%,21%,24%,32%,29%,30%,24%,38%,37%,29%,32%,24%,25%,22%,24%,17%,22%,35%,21%,25%,19%,24%,22%,14%,24%,25%,13%,10%,8%,17%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,17%,,,20%,14%,25%,25%,27%,16%,27%,28%,25%,27%,20%,23%,31%,28%,30%,23%,38%,36%,28%,31%,23%,25%,23%,23%,17%,22%,34%,22%,25%,19%,23%,22%,14%,23%,27%,14%,11%,8%,17%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,17%,,,20%,14%,26%,25%,26%,15%,26%,29%,26%,26%,22%,23%,31%,28%,29%,23%,37%,35%,28%,31%,23%,25%,23%,23%,17%,22%,34%,22%,25%,18%,23%,22%,14%,23%,26%,14%,12%,9%,18%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,17%,,,20%,14%,26%,24%,26%,15%,26%,29%,26%,26%,23%,24%,30%,29%,29%,23%,36%,36%,27%,30%,23%,24%,23%,24%,18%,21%,35%,23%,24%,20%,24%,21%,14%,23%,27%,15%,12%,9%,18%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,16%,,,19%,13%,25%,24%,25%,15%,25%,28%,27%,25%,22%,24%,30%,28%,28%,22%,36%,36%,27%,31%,24%,25%,22%,24%,19%,21%,34%,22%,24%,19%,24%,22%,13%,24%,27%,15%,12%,9%,19%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,19%,15%,25%,24%,25%,16%,25%,28%,28%,25%,22%,25%,29%,28%,29%,24%,35%,35%,26%,32%,24%,25%,22%,24%,21%,21%,34%,24%,24%,19%,24%,22%,13%,24%,26%,15%,12%,9%,19%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,19%,14%,25%,25%,25%,17%,25%,28%,28%,25%,22%,25%,29%,29%,30%,25%,35%,36%,26%,32%,25%,25%,23%,23%,20%,20%,33%,23%,23%,20%,23%,22%,13%,25%,26%,14%,13%,9%,19%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,19%,14%,24%,24%,26%,17%,24%,27%,29%,24%,21%,26%,29%,29%,30%,24%,34%,36%,26%,31%,24%,24%,23%,23%,20%,21%,33%,23%,23%,20%,23%,21%,13%,24%,26%,14%,13%,9%,20%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,18%,14%,25%,24%,25%,17%,24%,28%,28%,24%,23%,25%,28%,30%,30%,25%,35%,35%,25%,32%,25%,24%,23%,23%,20%,23%,32%,23%,23%,20%,23%,23%,13%,25%,25%,14%,14%,8%,20%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,18%,14%,25%,24%,26%,17%,24%,28%,29%,24%,22%,25%,29%,31%,31%,25%,36%,35%,25%,32%,26%,24%,22%,22%,21%,24%,32%,22%,22%,21%,24%,22%,12%,26%,25%,15%,14%,8%,19%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,18%,14%,25%,25%,26%,18%,23%,27%,30%,23%,22%,26%,30%,32%,30%,25%,36%,34%,25%,32%,26%,23%,22%,22%,21%,25%,32%,23%,22%,21%,23%,22%,14%,26%,25%,15%,14%,8%,21%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,18%,15%,24%,24%,27%,18%,23%,28%,31%,23%,22%,26%,31%,31%,30%,24%,35%,34%,24%,32%,27%,23%,23%,23%,22%,24%,31%,23%,22%,20%,23%,22%,14%,26%,24%,15%,14%,8%,22%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,17%,15%,24%,24%,28%,17%,23%,28%,31%,24%,21%,27%,32%,31%,31%,24%,35%,35%,24%,33%,28%,23%,24%,23%,23%,25%,31%,23%,21%,20%,23%,21%,13%,25%,24%,15%,13%,8%,23%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,17%,16%,24%,24%,28%,17%,24%,28%,30%,25%,22%,26%,32%,30%,30%,24%,36%,34%,24%,33%,29%,22%,24%,22%,24%,25%,30%,22%,21%,21%,22%,22%,13%,25%,24%,14%,13%,8%,24%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,17%,16%,23%,23%,27%,17%,23%,27%,30%,25%,23%,26%,32%,30%,30%,25%,35%,35%,23%,34%,30%,22%,25%,22%,23%,25%,30%,22%,21%,21%,22%,22%,13%,26%,23%,14%,13%,8%,23%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,17%,15%,23%,24%,27%,17%,23%,27%,29%,24%,24%,27%,32%,29%,29%,24%,35%,35%,23%,33%,29%,23%,24%,22%,23%,26%,29%,23%,21%,22%,22%,22%,13%,27%,23%,14%,13%,8%,23%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,16%,16%,23%,24%,27%,18%,23%,27%,29%,24%,24%,28%,32%,29%,29%,24%,34%,34%,23%,34%,29%,23%,24%,23%,24%,27%,29%,24%,20%,23%,22%,22%,13%,27%,23%,15%,14%,8%,23%,,,,,,,,,,,,,,,,,
