-3.6,-3.5,-3.4,-3.2,-3.0,-2.9,-2.8,-2.7,-2.6,-2.5,-2.4,-2.3,-2.2,-2.1,-2.0,-1.9,-1.8,-1.7,-1.6,-1.5,-1.4,-1.3,-1.2,-1.1,-1.0,-0.9,-0.8,-0.7,-0.6,-0.5,-0.4,-0.3,-0.2,-0.1,-0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.2,3.4,3.5,3.6
,,,,,,,,,,,,,,,,,,,,,,40%,49%,38%,40%,39%,38%,33%,32%,34%,32%,33%,32%,29%,22%,18%,24%,23%,23%,25%,20%,19%,18%,21%,15%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,49%,38%,39%,39%,38%,33%,32%,34%,32%,34%,31%,30%,22%,18%,24%,23%,23%,24%,20%,19%,18%,21%,15%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,49%,38%,40%,39%,38%,33%,32%,34%,32%,33%,31%,29%,22%,18%,24%,23%,23%,24%,20%,19%,18%,21%,16%,17%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,39%,49%,38%,39%,39%,38%,33%,32%,34%,33%,33%,32%,29%,22%,18%,24%,23%,22%,24%,20%,19%,18%,21%,16%,17%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,49%,38%,40%,39%,38%,33%,32%,34%,32%,34%,31%,30%,22%,18%,24%,23%,22%,24%,21%,19%,18%,21%,16%,17%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,49%,38%,40%,39%,37%,33%,32%,34%,32%,33%,32%,29%,22%,18%,24%,23%,22%,24%,21%,19%,18%,21%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,49%,38%,39%,39%,37%,33%,32%,34%,32%,33%,32%,29%,22%,18%,24%,23%,23%,24%,20%,20%,18%,21%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,49%,38%,40%,39%,37%,33%,32%,34%,32%,33%,32%,29%,21%,18%,24%,23%,22%,24%,20%,20%,19%,21%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,49%,38%,40%,40%,37%,33%,32%,34%,32%,33%,32%,29%,22%,17%,24%,23%,23%,24%,20%,20%,19%,21%,16%,17%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,49%,38%,40%,39%,38%,33%,32%,34%,33%,33%,32%,29%,22%,17%,24%,23%,23%,24%,20%,20%,19%,21%,16%,17%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,48%,39%,40%,39%,38%,33%,32%,34%,33%,33%,31%,29%,22%,17%,24%,23%,23%,24%,20%,20%,19%,21%,16%,17%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,48%,39%,40%,39%,38%,33%,32%,33%,33%,33%,31%,29%,21%,18%,24%,23%,23%,24%,20%,20%,19%,21%,16%,17%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,48%,39%,40%,39%,38%,33%,32%,34%,33%,34%,31%,29%,21%,18%,24%,23%,22%,24%,20%,20%,19%,21%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,48%,39%,40%,39%,38%,33%,32%,34%,33%,34%,31%,29%,22%,17%,24%,23%,22%,24%,20%,20%,19%,21%,16%,17%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,48%,39%,40%,39%,38%,32%,32%,34%,33%,33%,31%,29%,22%,17%,24%,23%,22%,25%,20%,20%,18%,21%,16%,17%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,48%,39%,40%,39%,38%,32%,32%,34%,33%,34%,32%,28%,22%,17%,24%,24%,22%,25%,20%,20%,18%,21%,16%,17%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,48%,38%,39%,39%,38%,32%,32%,34%,33%,34%,31%,29%,22%,18%,24%,24%,22%,25%,20%,20%,19%,21%,16%,17%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,48%,39%,39%,39%,39%,32%,32%,34%,33%,34%,31%,29%,22%,18%,24%,23%,22%,24%,20%,20%,19%,21%,16%,17%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,47%,38%,40%,39%,39%,32%,32%,34%,33%,34%,31%,29%,22%,18%,25%,24%,22%,24%,20%,20%,19%,22%,16%,17%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,48%,38%,39%,39%,39%,33%,32%,34%,33%,34%,31%,28%,22%,17%,25%,24%,22%,24%,20%,20%,18%,22%,16%,17%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,47%,38%,39%,39%,39%,32%,32%,34%,33%,34%,31%,28%,22%,17%,25%,24%,22%,25%,20%,19%,18%,22%,16%,17%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,47%,38%,39%,39%,39%,33%,32%,34%,34%,34%,31%,28%,22%,17%,25%,23%,22%,24%,20%,19%,18%,22%,16%,17%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,47%,38%,39%,39%,39%,33%,32%,34%,34%,34%,31%,28%,22%,17%,25%,23%,22%,24%,20%,19%,18%,22%,17%,17%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,47%,39%,39%,40%,39%,33%,32%,34%,33%,34%,31%,28%,22%,17%,25%,23%,22%,24%,20%,19%,18%,22%,17%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,47%,39%,39%,39%,39%,33%,32%,34%,33%,34%,31%,28%,22%,17%,25%,23%,22%,24%,20%,20%,18%,22%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,47%,39%,39%,40%,39%,33%,32%,34%,33%,34%,31%,29%,22%,17%,24%,23%,22%,24%,20%,20%,18%,22%,17%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,47%,39%,39%,40%,39%,33%,32%,34%,33%,34%,30%,28%,22%,17%,24%,23%,22%,24%,20%,20%,18%,22%,17%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,48%,39%,39%,40%,39%,33%,32%,34%,33%,34%,30%,29%,22%,17%,24%,23%,22%,24%,20%,20%,18%,22%,17%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,48%,39%,39%,40%,39%,33%,32%,34%,34%,35%,31%,29%,22%,17%,24%,23%,22%,24%,20%,20%,18%,22%,17%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,48%,39%,39%,40%,39%,32%,32%,33%,34%,34%,30%,28%,22%,17%,24%,23%,22%,24%,20%,20%,19%,22%,17%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,48%,39%,39%,40%,39%,32%,32%,33%,34%,35%,31%,28%,22%,17%,24%,23%,21%,24%,20%,19%,18%,22%,17%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,47%,39%,39%,40%,39%,32%,32%,33%,34%,35%,31%,28%,22%,17%,24%,23%,22%,24%,20%,19%,18%,22%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,48%,39%,39%,40%,39%,32%,32%,33%,33%,35%,31%,28%,22%,17%,24%,23%,22%,24%,20%,19%,19%,22%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,48%,40%,39%,40%,40%,32%,32%,33%,34%,35%,31%,28%,23%,17%,24%,23%,22%,24%,20%,19%,19%,22%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,48%,40%,39%,39%,39%,32%,32%,33%,34%,35%,31%,28%,22%,17%,24%,23%,22%,24%,20%,19%,19%,22%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,48%,40%,39%,39%,39%,32%,32%,33%,33%,35%,31%,28%,22%,17%,25%,23%,22%,24%,20%,19%,19%,22%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,48%,40%,39%,39%,39%,32%,32%,33%,33%,35%,31%,28%,22%,17%,25%,23%,22%,24%,20%,19%,19%,22%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,48%,40%,39%,39%,39%,32%,32%,33%,33%,35%,31%,28%,22%,18%,25%,23%,22%,25%,20%,20%,19%,22%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,48%,40%,39%,39%,40%,32%,32%,33%,33%,35%,31%,28%,23%,18%,24%,23%,22%,24%,20%,20%,19%,23%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,48%,40%,39%,39%,39%,32%,31%,34%,33%,35%,31%,28%,22%,18%,25%,24%,22%,24%,20%,20%,19%,23%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,48%,40%,39%,39%,39%,32%,32%,34%,34%,35%,31%,28%,22%,18%,25%,24%,22%,25%,20%,20%,19%,23%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,48%,40%,39%,39%,39%,32%,32%,34%,33%,35%,31%,28%,22%,18%,25%,24%,22%,25%,20%,20%,19%,23%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,48%,40%,39%,39%,39%,32%,32%,34%,34%,36%,31%,29%,22%,18%,24%,24%,23%,24%,21%,20%,19%,23%,17%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,48%,40%,39%,39%,39%,32%,32%,34%,34%,36%,31%,28%,22%,18%,24%,24%,22%,24%,21%,20%,19%,23%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,48%,40%,39%,39%,39%,32%,32%,33%,33%,36%,31%,28%,22%,18%,24%,24%,22%,25%,21%,20%,19%,23%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,47%,40%,39%,39%,39%,32%,32%,33%,33%,36%,31%,29%,22%,19%,24%,24%,22%,25%,21%,19%,19%,23%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,48%,40%,39%,39%,39%,32%,32%,33%,33%,36%,31%,29%,22%,19%,24%,24%,22%,24%,21%,19%,18%,23%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,48%,40%,39%,39%,39%,32%,32%,33%,33%,36%,31%,29%,22%,19%,25%,24%,22%,25%,21%,19%,18%,23%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,48%,40%,39%,39%,39%,32%,32%,33%,33%,36%,31%,29%,22%,19%,25%,24%,22%,25%,21%,20%,18%,23%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,,40%,39%,39%,39%,32%,32%,33%,34%,35%,30%,29%,22%,19%,25%,24%,22%,25%,21%,20%,18%,23%,16%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,,40%,39%,39%,39%,32%,32%,33%,33%,35%,31%,29%,22%,20%,24%,24%,22%,24%,21%,20%,18%,23%,16%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41%,,40%,39%,39%,39%,32%,32%,33%,33%,35%,31%,29%,22%,19%,24%,24%,22%,24%,21%,20%,18%,23%,16%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,39%,39%,32%,32%,33%,33%,35%,31%,29%,22%,19%,24%,24%,22%,24%,21%,20%,18%,23%,16%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,39%,40%,32%,32%,33%,33%,36%,31%,29%,22%,20%,24%,24%,22%,24%,21%,20%,18%,23%,16%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,32%,32%,33%,33%,35%,31%,29%,23%,20%,24%,24%,22%,24%,21%,20%,18%,23%,16%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,32%,32%,33%,33%,35%,31%,29%,23%,20%,24%,24%,22%,24%,21%,20%,18%,23%,16%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,32%,32%,33%,33%,36%,31%,29%,23%,19%,24%,24%,22%,24%,21%,20%,18%,23%,16%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,32%,32%,33%,33%,35%,31%,29%,23%,20%,24%,24%,23%,25%,21%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,31%,32%,33%,33%,35%,31%,29%,23%,20%,24%,24%,23%,24%,21%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,32%,32%,33%,33%,35%,31%,29%,23%,20%,24%,23%,23%,24%,20%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,32%,32%,33%,33%,35%,31%,29%,23%,20%,24%,23%,23%,24%,20%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,40%,31%,32%,33%,33%,35%,31%,29%,23%,20%,24%,23%,23%,24%,20%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,32%,32%,33%,33%,35%,31%,29%,23%,20%,24%,23%,23%,24%,20%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,32%,32%,33%,33%,35%,31%,29%,23%,20%,24%,23%,23%,24%,20%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,31%,32%,33%,33%,35%,31%,29%,23%,20%,23%,23%,23%,24%,20%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,31%,32%,33%,33%,35%,31%,30%,23%,20%,23%,23%,23%,24%,20%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,31%,32%,33%,32%,35%,31%,29%,23%,20%,23%,24%,23%,24%,20%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,31%,32%,33%,32%,34%,31%,29%,23%,20%,24%,24%,23%,24%,20%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,31%,32%,33%,32%,35%,31%,29%,23%,20%,24%,23%,23%,24%,20%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,32%,32%,33%,32%,35%,31%,30%,23%,20%,24%,23%,23%,24%,20%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,32%,32%,33%,32%,34%,31%,30%,23%,20%,24%,23%,23%,24%,20%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,32%,32%,33%,32%,34%,31%,30%,23%,20%,24%,23%,23%,24%,20%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,32%,32%,32%,32%,34%,31%,30%,23%,20%,24%,23%,23%,24%,20%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,38%,39%,39%,32%,32%,32%,32%,34%,31%,29%,23%,20%,24%,23%,23%,24%,20%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,38%,39%,39%,32%,32%,32%,32%,34%,31%,30%,23%,20%,24%,23%,23%,24%,20%,20%,18%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,38%,39%,39%,32%,32%,32%,32%,34%,31%,30%,23%,20%,24%,23%,23%,24%,20%,20%,18%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,38%,39%,39%,32%,32%,32%,32%,34%,31%,30%,23%,20%,24%,23%,23%,24%,20%,20%,18%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,39%,39%,32%,32%,32%,32%,34%,31%,30%,23%,20%,24%,23%,23%,24%,20%,20%,18%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,38%,39%,39%,32%,32%,32%,32%,34%,31%,30%,23%,20%,25%,23%,23%,24%,20%,21%,18%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,38%,39%,39%,32%,32%,32%,32%,34%,31%,30%,23%,20%,24%,23%,23%,24%,20%,20%,18%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,38%,39%,39%,31%,32%,32%,32%,34%,31%,30%,23%,20%,24%,23%,23%,24%,20%,20%,18%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,38%,39%,39%,31%,32%,32%,32%,34%,31%,30%,23%,19%,25%,23%,23%,23%,20%,20%,18%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,39%,39%,32%,32%,32%,32%,34%,31%,30%,23%,19%,25%,23%,23%,23%,20%,20%,18%,23%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,39%,39%,32%,32%,32%,32%,34%,31%,30%,23%,19%,24%,23%,22%,23%,20%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,32%,32%,32%,32%,34%,31%,30%,23%,19%,24%,24%,22%,24%,20%,20%,18%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,32%,32%,32%,32%,34%,31%,30%,23%,19%,24%,24%,22%,23%,20%,20%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,32%,32%,33%,32%,34%,31%,30%,23%,19%,25%,24%,23%,23%,19%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,41%,39%,39%,39%,32%,32%,32%,32%,34%,31%,30%,23%,19%,24%,24%,23%,23%,20%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,40%,39%,32%,32%,32%,32%,34%,31%,30%,23%,19%,25%,24%,23%,24%,20%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,40%,39%,32%,32%,32%,32%,34%,31%,30%,23%,19%,25%,24%,23%,23%,20%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,39%,39%,33%,32%,32%,32%,34%,31%,30%,23%,19%,25%,24%,23%,23%,20%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,39%,39%,33%,32%,32%,32%,34%,31%,30%,23%,19%,25%,24%,23%,24%,20%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,39%,39%,33%,33%,32%,32%,34%,31%,30%,23%,19%,25%,24%,23%,24%,20%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,40%,39%,33%,33%,33%,32%,34%,31%,30%,23%,19%,25%,23%,23%,23%,20%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,40%,40%,33%,32%,33%,32%,34%,31%,30%,23%,19%,25%,23%,23%,23%,20%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,40%,39%,33%,32%,33%,32%,33%,31%,30%,23%,19%,25%,23%,23%,23%,20%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,40%,39%,33%,32%,33%,32%,33%,31%,30%,22%,19%,25%,24%,23%,23%,20%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,40%,39%,33%,32%,32%,32%,34%,31%,30%,22%,19%,25%,24%,23%,24%,20%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,40%,39%,33%,32%,33%,32%,33%,31%,30%,22%,19%,25%,24%,23%,23%,20%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,40%,39%,33%,32%,33%,32%,33%,31%,30%,22%,19%,25%,24%,23%,24%,20%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,40%,39%,33%,32%,33%,32%,33%,31%,30%,22%,19%,25%,24%,23%,24%,20%,21%,19%,21%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40%,39%,41%,39%,33%,32%,33%,32%,33%,31%,30%,22%,19%,25%,24%,24%,24%,20%,21%,20%,21%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,39%,41%,39%,33%,32%,33%,32%,33%,31%,30%,22%,19%,26%,24%,23%,24%,20%,21%,20%,21%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,39%,41%,39%,33%,32%,33%,32%,33%,31%,31%,22%,19%,26%,24%,23%,24%,20%,21%,20%,21%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,39%,41%,39%,33%,32%,33%,32%,33%,31%,31%,22%,19%,25%,25%,23%,24%,20%,21%,20%,21%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,39%,41%,39%,34%,33%,33%,33%,33%,30%,30%,22%,19%,25%,25%,23%,24%,20%,21%,20%,21%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,39%,41%,39%,34%,33%,33%,33%,34%,31%,30%,22%,19%,25%,25%,23%,24%,20%,21%,20%,21%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,39%,41%,39%,33%,33%,33%,33%,34%,31%,30%,22%,19%,26%,25%,24%,24%,20%,21%,20%,21%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,39%,41%,39%,34%,33%,33%,33%,34%,30%,30%,22%,19%,26%,25%,24%,24%,20%,21%,20%,21%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,39%,41%,39%,34%,33%,33%,33%,34%,31%,30%,22%,19%,26%,25%,24%,24%,20%,21%,20%,21%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,39%,41%,39%,34%,33%,33%,33%,34%,31%,30%,22%,19%,26%,25%,24%,24%,20%,21%,20%,21%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,39%,41%,39%,34%,33%,33%,33%,34%,30%,30%,22%,19%,26%,25%,24%,24%,20%,21%,20%,21%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,39%,41%,39%,34%,33%,33%,33%,34%,31%,30%,22%,19%,26%,25%,24%,24%,20%,21%,19%,21%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,40%,41%,39%,34%,33%,33%,33%,34%,31%,30%,22%,19%,26%,25%,24%,24%,20%,21%,19%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,40%,41%,39%,34%,33%,33%,33%,34%,31%,30%,21%,19%,26%,25%,24%,24%,20%,21%,19%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,40%,41%,39%,34%,33%,33%,33%,34%,31%,30%,21%,19%,26%,26%,24%,24%,20%,21%,19%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,40%,41%,39%,34%,33%,33%,33%,33%,31%,30%,21%,20%,26%,25%,24%,24%,21%,21%,19%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,39%,41%,39%,34%,33%,33%,33%,33%,31%,31%,21%,19%,26%,26%,24%,24%,21%,21%,19%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,39%,41%,39%,34%,33%,33%,33%,33%,30%,30%,21%,19%,26%,26%,24%,24%,20%,21%,19%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,40%,42%,39%,34%,33%,33%,33%,33%,30%,30%,21%,19%,26%,26%,24%,24%,20%,21%,19%,,,,,,,,,,,,,,,,,,,,,,,,,
