,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,27%,28%,27%,29%,30%,27%,35%,33%,34%,39%,33%,34%,44%,41%,41%,39%,48%,41%,41%,43%,49%,44%,41%,48%,43%,49%,53%,59%,60%,61%,57%,65%,54%,60%,56%,64%,66%,73%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,26%,28%,26%,29%,31%,26%,35%,32%,34%,39%,34%,34%,44%,40%,41%,40%,48%,41%,40%,43%,49%,43%,41%,49%,43%,49%,54%,60%,60%,61%,57%,65%,54%,60%,57%,64%,65%,74%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,27%,28%,26%,29%,31%,27%,35%,33%,34%,39%,34%,34%,45%,41%,41%,39%,48%,41%,41%,43%,49%,43%,42%,49%,42%,49%,54%,59%,60%,61%,58%,66%,53%,60%,57%,64%,66%,74%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,27%,28%,26%,29%,31%,27%,35%,33%,35%,39%,33%,34%,45%,41%,41%,39%,49%,41%,41%,43%,49%,43%,41%,49%,43%,49%,54%,59%,60%,60%,58%,65%,53%,59%,57%,64%,66%,73%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,27%,27%,26%,29%,31%,27%,35%,33%,35%,39%,33%,34%,45%,42%,40%,39%,48%,41%,41%,42%,50%,42%,41%,48%,42%,50%,53%,60%,60%,60%,58%,65%,53%,60%,57%,63%,66%,73%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,27%,28%,26%,29%,31%,26%,35%,33%,35%,39%,34%,34%,44%,42%,40%,39%,48%,41%,41%,42%,49%,42%,41%,48%,43%,50%,54%,60%,60%,61%,59%,65%,53%,60%,56%,63%,66%,73%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,27%,28%,26%,28%,30%,27%,35%,33%,35%,38%,33%,33%,45%,43%,40%,38%,48%,40%,40%,42%,49%,43%,41%,48%,43%,50%,54%,60%,60%,61%,58%,65%,53%,60%,57%,63%,67%,73%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,27%,28%,25%,29%,30%,27%,35%,34%,36%,38%,33%,33%,45%,42%,41%,38%,47%,41%,40%,42%,49%,43%,42%,49%,42%,50%,54%,61%,60%,61%,58%,65%,54%,60%,56%,63%,66%,73%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,27%,28%,25%,29%,30%,27%,34%,34%,36%,38%,34%,34%,45%,42%,41%,38%,48%,41%,41%,42%,49%,43%,41%,49%,43%,50%,54%,61%,60%,62%,57%,64%,53%,59%,57%,62%,66%,73%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,27%,28%,25%,29%,30%,26%,35%,34%,35%,38%,33%,33%,45%,42%,41%,38%,48%,40%,40%,42%,49%,42%,41%,49%,42%,50%,53%,61%,60%,62%,57%,64%,53%,60%,56%,62%,66%,74%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,27%,28%,25%,30%,30%,26%,34%,34%,36%,37%,34%,34%,45%,42%,41%,38%,48%,41%,40%,42%,49%,42%,41%,48%,43%,50%,53%,61%,60%,61%,57%,64%,53%,60%,57%,62%,66%,74%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,27%,28%,25%,29%,29%,26%,34%,34%,36%,38%,34%,34%,45%,42%,40%,38%,48%,41%,40%,42%,49%,42%,40%,49%,43%,49%,53%,60%,60%,61%,57%,64%,53%,60%,57%,62%,66%,74%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,27%,29%,24%,29%,30%,27%,35%,35%,37%,38%,34%,33%,46%,42%,41%,39%,48%,41%,40%,42%,50%,43%,40%,49%,44%,49%,54%,61%,61%,61%,57%,63%,53%,61%,57%,62%,67%,74%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,26%,28%,24%,29%,30%,26%,35%,35%,36%,39%,34%,34%,45%,42%,41%,39%,47%,41%,40%,42%,49%,43%,40%,49%,43%,49%,53%,60%,61%,61%,57%,64%,53%,61%,57%,62%,67%,74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,26%,29%,24%,29%,30%,26%,35%,36%,36%,38%,34%,34%,45%,42%,41%,38%,47%,42%,40%,42%,49%,44%,40%,50%,43%,48%,54%,60%,60%,61%,58%,63%,54%,61%,58%,62%,67%,74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,,29%,24%,29%,29%,26%,35%,36%,36%,38%,34%,34%,45%,41%,41%,39%,47%,41%,40%,41%,49%,43%,39%,49%,43%,48%,53%,61%,60%,61%,57%,63%,54%,61%,58%,62%,67%,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,,28%,24%,28%,29%,26%,35%,36%,36%,38%,34%,34%,44%,42%,41%,38%,47%,42%,40%,41%,49%,44%,40%,50%,43%,48%,53%,61%,60%,60%,58%,64%,54%,61%,58%,62%,66%,74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,,28%,24%,29%,29%,26%,36%,36%,36%,38%,34%,34%,45%,41%,41%,39%,47%,42%,40%,41%,49%,44%,40%,49%,43%,49%,53%,61%,60%,60%,58%,64%,53%,61%,59%,62%,66%,74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,24%,29%,29%,26%,35%,36%,36%,39%,34%,34%,44%,42%,42%,39%,48%,42%,40%,41%,49%,44%,41%,50%,44%,49%,52%,61%,59%,59%,58%,63%,53%,61%,59%,63%,67%,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,23%,29%,30%,26%,36%,36%,36%,39%,34%,34%,44%,42%,42%,40%,48%,43%,40%,40%,49%,45%,41%,49%,44%,49%,52%,60%,59%,59%,58%,64%,53%,61%,59%,63%,66%,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,23%,29%,30%,26%,35%,36%,35%,39%,35%,34%,44%,41%,43%,40%,48%,43%,40%,41%,49%,45%,41%,49%,44%,50%,52%,61%,59%,59%,58%,64%,54%,61%,59%,63%,66%,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,24%,29%,29%,26%,35%,36%,36%,39%,35%,34%,44%,42%,43%,40%,48%,42%,40%,41%,49%,45%,41%,49%,44%,49%,52%,61%,59%,59%,58%,63%,54%,61%,58%,62%,65%,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,24%,29%,29%,26%,35%,36%,36%,39%,35%,34%,44%,41%,43%,39%,48%,42%,39%,41%,49%,45%,41%,48%,44%,50%,52%,61%,59%,59%,59%,64%,54%,61%,59%,62%,66%,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,23%,30%,29%,26%,35%,35%,36%,39%,35%,34%,44%,41%,43%,39%,47%,42%,39%,41%,49%,45%,42%,48%,44%,50%,53%,60%,59%,59%,59%,64%,54%,61%,58%,63%,66%,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,23%,30%,30%,26%,35%,35%,36%,38%,35%,33%,44%,41%,43%,39%,47%,43%,40%,41%,50%,45%,42%,48%,44%,50%,53%,60%,59%,60%,59%,64%,54%,61%,58%,63%,66%,72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,23%,29%,30%,26%,34%,36%,36%,39%,35%,33%,44%,41%,42%,39%,47%,42%,39%,41%,49%,46%,42%,49%,44%,50%,53%,60%,59%,59%,59%,64%,54%,61%,58%,63%,66%,72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,23%,29%,30%,25%,34%,35%,36%,39%,35%,34%,43%,40%,43%,40%,47%,43%,39%,42%,49%,46%,42%,49%,45%,50%,53%,60%,59%,60%,60%,63%,55%,61%,58%,63%,66%,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,23%,29%,30%,25%,34%,35%,36%,38%,35%,33%,43%,41%,43%,40%,47%,43%,40%,41%,49%,46%,42%,49%,45%,49%,53%,60%,59%,60%,60%,64%,54%,62%,57%,64%,66%,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,23%,29%,29%,25%,34%,35%,36%,38%,34%,33%,44%,40%,43%,40%,47%,43%,40%,41%,49%,47%,42%,50%,45%,49%,53%,60%,59%,60%,60%,64%,54%,61%,57%,64%,66%,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,23%,29%,29%,26%,34%,35%,35%,38%,35%,34%,44%,40%,43%,40%,46%,43%,40%,41%,49%,46%,42%,50%,45%,49%,52%,60%,59%,60%,60%,63%,54%,62%,57%,63%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,23%,28%,29%,25%,34%,35%,35%,38%,35%,34%,44%,41%,43%,39%,46%,43%,40%,41%,49%,47%,42%,50%,45%,49%,52%,59%,58%,61%,61%,64%,55%,62%,57%,64%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,23%,28%,30%,25%,34%,34%,35%,38%,35%,34%,44%,40%,43%,40%,46%,43%,40%,41%,49%,47%,43%,50%,46%,49%,52%,60%,58%,61%,60%,63%,55%,61%,57%,63%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,23%,28%,30%,25%,34%,35%,35%,38%,35%,34%,44%,41%,43%,40%,46%,44%,40%,41%,50%,47%,43%,50%,46%,49%,53%,59%,58%,61%,60%,63%,54%,61%,57%,63%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,23%,28%,30%,25%,34%,35%,35%,38%,35%,35%,43%,41%,42%,39%,46%,44%,39%,41%,50%,48%,43%,50%,46%,49%,52%,60%,58%,61%,60%,62%,54%,61%,57%,64%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,23%,28%,31%,25%,34%,34%,35%,38%,36%,34%,43%,41%,43%,39%,46%,44%,39%,41%,50%,47%,43%,50%,47%,49%,52%,59%,59%,61%,60%,63%,54%,62%,57%,64%,64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,23%,28%,31%,25%,34%,34%,35%,38%,36%,35%,44%,41%,42%,39%,46%,44%,39%,41%,51%,47%,43%,49%,47%,48%,52%,59%,59%,61%,59%,63%,55%,61%,57%,64%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,23%,28%,31%,25%,35%,34%,35%,37%,36%,35%,43%,40%,42%,40%,46%,44%,39%,41%,51%,47%,43%,49%,47%,48%,52%,59%,59%,61%,59%,63%,54%,61%,57%,63%,64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,23%,28%,31%,25%,34%,34%,34%,37%,35%,35%,43%,40%,42%,40%,47%,44%,39%,41%,51%,48%,44%,49%,48%,48%,52%,59%,59%,61%,59%,63%,55%,62%,57%,63%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,23%,28%,31%,25%,34%,34%,35%,37%,35%,35%,43%,40%,42%,40%,47%,44%,39%,41%,51%,48%,44%,49%,47%,49%,52%,58%,59%,61%,59%,63%,54%,61%,57%,62%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,23%,28%,31%,25%,34%,34%,34%,37%,35%,34%,43%,40%,41%,41%,47%,44%,39%,41%,52%,48%,44%,49%,48%,49%,52%,59%,59%,61%,59%,63%,54%,61%,56%,62%,64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,23%,27%,31%,25%,34%,34%,34%,37%,35%,34%,42%,40%,41%,41%,47%,43%,39%,41%,51%,48%,44%,49%,47%,49%,53%,59%,59%,61%,59%,62%,54%,62%,57%,62%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,23%,27%,32%,25%,34%,34%,34%,37%,35%,34%,43%,40%,41%,40%,47%,44%,39%,41%,51%,48%,44%,49%,48%,48%,53%,59%,59%,61%,59%,62%,55%,61%,57%,62%,64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,23%,28%,32%,25%,33%,34%,34%,37%,34%,34%,43%,40%,41%,40%,47%,44%,39%,41%,51%,48%,44%,49%,48%,49%,53%,59%,59%,61%,59%,62%,55%,61%,56%,62%,64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,23%,28%,31%,25%,33%,34%,34%,38%,34%,34%,43%,40%,41%,40%,47%,43%,39%,41%,51%,48%,44%,48%,48%,49%,53%,59%,60%,61%,59%,62%,54%,61%,56%,62%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,23%,27%,31%,26%,33%,35%,35%,38%,35%,35%,42%,40%,41%,40%,46%,43%,39%,41%,51%,49%,44%,49%,47%,49%,53%,59%,60%,61%,59%,62%,54%,61%,56%,62%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,23%,27%,31%,26%,33%,35%,34%,38%,34%,35%,42%,41%,41%,41%,46%,43%,38%,41%,51%,49%,44%,49%,47%,49%,52%,58%,60%,61%,59%,62%,54%,61%,57%,62%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,,27%,31%,25%,33%,35%,34%,38%,34%,35%,42%,40%,41%,41%,46%,43%,38%,41%,51%,49%,44%,49%,48%,49%,52%,59%,60%,61%,59%,61%,54%,61%,56%,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,31%,25%,33%,35%,34%,38%,34%,35%,42%,40%,42%,41%,47%,43%,38%,41%,51%,49%,45%,48%,48%,49%,53%,59%,60%,61%,59%,62%,54%,61%,57%,63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,31%,25%,33%,34%,34%,38%,34%,35%,42%,40%,42%,40%,46%,43%,38%,42%,51%,49%,45%,48%,48%,49%,53%,58%,60%,61%,59%,62%,54%,61%,56%,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,33%,34%,34%,38%,34%,35%,42%,40%,42%,41%,46%,42%,39%,42%,52%,49%,45%,48%,48%,48%,53%,59%,60%,61%,59%,62%,54%,61%,56%,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,31%,25%,34%,35%,34%,38%,35%,35%,42%,41%,42%,41%,46%,42%,38%,42%,52%,49%,44%,48%,48%,48%,53%,59%,60%,61%,59%,62%,55%,61%,56%,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,33%,34%,34%,38%,34%,35%,41%,41%,42%,40%,46%,42%,38%,42%,52%,48%,44%,48%,48%,48%,53%,59%,60%,61%,60%,62%,55%,61%,56%,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,33%,34%,34%,38%,34%,35%,42%,41%,42%,40%,45%,42%,38%,42%,52%,49%,44%,49%,48%,48%,52%,59%,60%,61%,60%,61%,55%,61%,56%,63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,24%,33%,34%,34%,38%,35%,35%,41%,40%,43%,40%,46%,42%,38%,43%,53%,49%,44%,49%,48%,48%,53%,59%,60%,61%,60%,61%,54%,61%,56%,63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26%,32%,24%,33%,34%,34%,38%,34%,35%,41%,41%,42%,40%,46%,42%,39%,43%,53%,49%,44%,49%,48%,48%,52%,59%,60%,61%,60%,61%,54%,61%,56%,63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,33%,34%,34%,37%,34%,36%,42%,41%,43%,39%,45%,42%,39%,43%,53%,48%,44%,48%,48%,48%,53%,58%,61%,62%,60%,62%,54%,61%,55%,63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,33%,34%,34%,38%,35%,36%,42%,41%,43%,39%,45%,42%,39%,43%,53%,48%,45%,48%,48%,48%,53%,59%,61%,62%,60%,61%,53%,61%,55%,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,24%,33%,33%,34%,38%,34%,36%,42%,41%,43%,39%,45%,42%,39%,43%,53%,48%,45%,48%,48%,48%,53%,58%,60%,62%,60%,61%,54%,61%,55%,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,24%,33%,33%,34%,38%,34%,36%,41%,41%,43%,39%,45%,42%,39%,44%,53%,48%,45%,48%,48%,49%,53%,59%,60%,62%,61%,61%,53%,61%,55%,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,32%,33%,34%,38%,35%,36%,41%,41%,43%,40%,45%,43%,39%,43%,53%,48%,45%,48%,48%,48%,54%,58%,60%,62%,60%,61%,53%,61%,55%,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,32%,33%,34%,37%,34%,35%,41%,41%,44%,40%,45%,43%,38%,44%,53%,48%,45%,48%,48%,48%,53%,58%,61%,63%,60%,61%,53%,61%,55%,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,24%,32%,34%,35%,37%,34%,35%,41%,41%,43%,40%,45%,43%,38%,43%,53%,48%,44%,48%,48%,48%,53%,58%,60%,62%,60%,61%,54%,61%,55%,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,32%,34%,35%,38%,34%,36%,41%,42%,43%,40%,45%,43%,39%,44%,53%,48%,45%,49%,48%,48%,53%,57%,60%,62%,59%,61%,54%,61%,55%,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,32%,33%,35%,37%,34%,35%,40%,42%,43%,39%,45%,43%,39%,43%,53%,48%,45%,49%,48%,47%,53%,57%,60%,63%,59%,61%,54%,61%,55%,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,32%,33%,35%,37%,34%,35%,40%,42%,43%,39%,45%,44%,39%,43%,52%,48%,45%,49%,48%,48%,53%,57%,59%,63%,59%,61%,54%,61%,55%,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,32%,33%,34%,37%,34%,35%,40%,42%,43%,40%,45%,44%,40%,43%,52%,48%,44%,49%,48%,48%,53%,57%,59%,63%,59%,61%,54%,61%,55%,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,31%,33%,34%,37%,34%,35%,40%,41%,43%,40%,45%,44%,40%,43%,52%,49%,44%,49%,48%,48%,53%,57%,59%,63%,59%,61%,54%,61%,54%,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,31%,33%,34%,37%,34%,35%,41%,42%,43%,40%,45%,44%,40%,43%,52%,49%,44%,50%,48%,48%,52%,56%,59%,62%,59%,61%,54%,60%,54%,61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,32%,25%,32%,33%,34%,37%,34%,34%,40%,41%,43%,40%,45%,44%,40%,43%,53%,49%,44%,50%,48%,48%,52%,57%,59%,62%,59%,62%,54%,60%,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,31%,33%,34%,37%,34%,34%,41%,42%,43%,40%,45%,44%,40%,43%,52%,49%,44%,50%,49%,48%,52%,57%,59%,62%,59%,62%,54%,60%,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,31%,33%,34%,37%,34%,34%,41%,42%,43%,40%,45%,44%,40%,42%,52%,49%,44%,50%,49%,48%,52%,57%,59%,62%,59%,61%,54%,60%,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,32%,33%,33%,37%,34%,34%,41%,42%,43%,39%,45%,44%,40%,42%,52%,49%,44%,50%,49%,48%,52%,57%,59%,62%,59%,61%,54%,60%,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,31%,33%,33%,38%,34%,34%,41%,42%,43%,40%,45%,44%,40%,42%,52%,48%,44%,50%,49%,48%,52%,57%,59%,61%,59%,61%,54%,60%,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,31%,34%,33%,38%,34%,34%,40%,42%,43%,40%,45%,44%,40%,42%,51%,48%,44%,50%,49%,48%,52%,57%,59%,62%,59%,62%,53%,60%,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,24%,31%,33%,33%,37%,34%,34%,40%,43%,44%,40%,45%,44%,40%,42%,51%,48%,44%,50%,49%,48%,52%,57%,58%,61%,59%,61%,54%,60%,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,24%,31%,33%,33%,38%,34%,34%,40%,42%,44%,40%,45%,44%,40%,42%,51%,48%,43%,50%,49%,48%,52%,57%,59%,61%,59%,61%,53%,60%,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,24%,31%,33%,34%,37%,34%,35%,40%,42%,44%,40%,45%,44%,39%,43%,51%,48%,43%,50%,49%,47%,53%,57%,58%,61%,59%,61%,54%,60%,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,25%,32%,33%,33%,38%,34%,34%,41%,42%,44%,40%,45%,44%,40%,42%,51%,48%,43%,50%,50%,47%,52%,57%,58%,61%,59%,61%,53%,60%,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,24%,32%,33%,33%,38%,34%,34%,41%,42%,44%,40%,45%,45%,39%,43%,51%,48%,43%,50%,49%,47%,53%,57%,59%,61%,59%,62%,54%,60%,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,24%,32%,33%,34%,37%,34%,34%,41%,42%,44%,41%,45%,44%,40%,43%,51%,48%,43%,50%,49%,47%,53%,57%,59%,61%,59%,62%,54%,60%,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,32%,24%,33%,33%,33%,37%,34%,34%,40%,42%,45%,40%,45%,45%,40%,42%,52%,48%,43%,50%,49%,47%,53%,58%,59%,61%,59%,62%,53%,60%,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31%,24%,32%,33%,33%,38%,34%,34%,40%,42%,44%,40%,45%,44%,40%,43%,51%,49%,43%,50%,50%,47%,53%,57%,59%,61%,58%,62%,54%,60%,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31%,24%,32%,33%,34%,38%,34%,34%,40%,41%,44%,40%,45%,44%,40%,43%,51%,49%,43%,50%,50%,47%,53%,57%,59%,61%,58%,61%,54%,60%,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
