Dátum,Meccs-Id,Hazai-Csapat,Ellenfél-Csapat,Hazai-Gól,Ellenfél-Gól,Hazai-XG,Ellenfél-XG,Hazai-PR,Ellenfél-PR,PR-diff,Hazai-xgPR,Ellenfél-xgPR,Hazai-Mixed-PR,Ellenfél-Mixed-PR,H%,D%,A%,ForeCast-W,ForeCast-D,ForeCast-A
2019-12-04 19:30:00,11788,Manchester United,Tottenham,2,1,1.47683,0.542315,10.6027,10.1412,0.4615,3.0504,-5.8537,-11.8445,-15.6143,,,,0.6568,0.2512,0.092
2019-12-04 19:30:00,11789,Chelsea,Aston Villa,2,1,1.9774,0.86086,10.4506,10.4695,-0.0189,7.7529,13.6488,-25.8506,20.0390,,,,0.6494,0.2192,0.1314
2019-12-04 19:30:00,11790,Southampton,Norwich,2,1,2.00232,0.896647,9.4351,9.1966,0.2385,19.4640,11.4406,5.1556,17.9527,,,,0.6864,0.2089,0.1047
2019-12-04 20:15:00,11792,Liverpool,Everton,5,2,2.41397,1.76453,11.6318,9.5382,2.0936,5.7182,11.9351,-29.7055,7.8912,,,,0.5327,0.2329,0.2344
2019-12-05 19:30:00,11786,Sheffield United,Newcastle United,0,2,1.09175,0.533775,9.9388,10.8421,-0.9033,9.2514,9.8175,10.1260,28.1174,,,,0.5039,0.3343,0.1618
2019-12-05 20:15:00,11783,Arsenal,Brighton,1,2,0.965377,1.53446,9.6196,10.6010,-0.9814,4.2723,11.1437,-20.0322,22.3085,,,,0.229,0.2568,0.5142
2019-12-07 12:30:00,11796,Everton,Chelsea,3,1,2.03892,1.25734,10.1413,9.8475,0.2938,12.2336,7.4544,8.2989,-26.2583,,,,0.5741,0.2352,0.1907
2019-12-07 15:00:00,11794,Bournemouth,Liverpool,0,3,0.154608,3.04446,9.4634,12.0757,-2.6123,9.0511,6.1345,11.3757,-29.9841,,,,0.0046,0.0368,0.9586
2019-12-07 15:00:00,11800,Tottenham,Burnley,5,0,2.39684,1.08645,11.0840,8.4697,2.6143,-5.8333,7.7800,-14.9991,27.9106,,,,0.7218,0.1919,0.0863
2019-12-07 15:00:00,11801,Watford,Crystal Palace,0,0,1.57132,0.210746,9.5511,10.5681,-1.0170,17.7241,8.7542,22.8789,13.8815,,,,0.7994,0.1733,0.0273
2019-12-07 17:30:00,11797,Manchester City,Manchester United,1,2,2.07108,1.63385,10.9625,11.2226,-0.2601,8.0034,3.3110,-30.0791,-11.1153,,,,0.4696,0.2472,0.2832
2019-12-08 14:00:00,11793,Aston Villa,Leicester,1,4,1.24141,4.03286,9.8619,12.1467,-2.2848,13.0933,10.0870,20.1293,5.2051,,,,0.0239,0.0624,0.9137
2019-12-08 14:00:00,11798,Newcastle United,Southampton,2,1,1.10449,1.89255,10.6153,9.6619,0.9534,9.1437,20.1378,28.0877,5.1853,,,,0.1687,0.2549,0.5764
2019-12-08 14:00:00,11799,Norwich,Sheffield United,1,2,0.585805,0.712899,9.0072,10.1282,-1.1210,11.4694,9.2226,17.7950,10.2837,,,,0.2498,0.4017,0.3485
2019-12-08 16:30:00,11795,Brighton,Wolverhampton Wanderers,2,2,0.951621,1.87208,10.5073,10.8201,-0.3128,10.8199,13.2445,22.4450,7.1461,,,,0.1487,0.2284,0.6229
2019-12-09 20:00:00,11802,West Ham,Arsenal,1,3,0.521847,1.79181,8.9442,10.2278,-1.2836,-0.2637,4.6980,27.9036,-19.7415,,,,0.073,0.1861,0.7409
2019-12-14 12:30:00,11808,Liverpool,Watford,2,0,1.56674,1.01166,11.8196,9.8072,2.0124,5.5171,18.3415,-30.3790,23.2738,,,,0.518,0.2644,0.2176
2019-12-14 15:00:00,11804,Burnley,Newcastle United,1,0,1.43602,1.08726,9.1311,9.9539,-0.8228,8.2786,8.6451,28.4848,27.5135,,,,0.4421,0.3378,0.2201
2019-12-14 15:00:00,11805,Chelsea,Bournemouth,0,1,2.02119,1.20777,9.3765,9.9344,-0.5579,7.4367,9.0688,-26.9327,12.0501,,,,0.566,0.2294,0.2046
2019-12-14 15:00:00,11807,Leicester,Norwich,1,1,1.06421,1.16408,11.2368,9.9171,1.3197,9.1522,12.4042,4.3202,18.6799,,,,0.3044,0.3038,0.3918
2019-12-14 15:00:00,11810,Sheffield United,Aston Villa,2,0,1.888,0.97258,10.4366,9.5535,0.8831,9.2599,13.0560,10.3633,20.0497,,,,0.632,0.2565,0.1115
2019-12-14 17:30:00,11811,Southampton,West Ham,0,1,0.805884,0.90324,9.1075,9.4986,-0.3911,19.8090,0.0651,4.6552,28.4337,,,,0.311,0.3452,0.3438
2019-12-15 14:00:00,11809,Manchester United,Everton,1,1,1.48327,0.276759,10.8273,10.5366,0.2907,3.2173,12.3273,-11.8123,8.9959,,,,0.7171,0.2244,0.0585
2019-12-15 14:00:00,11812,Wolverhampton Wanderers,Tottenham,1,2,0.718669,0.989205,10.5111,11.3930,-0.8819,13.1178,-5.7066,6.9047,-14.7577,,,,0.2404,0.3386,0.421
2019-12-15 16:30:00,11803,Arsenal,Manchester City,0,3,0.28161,1.69553,9.5365,11.6538,-2.1173,4.4032,8.2982,-20.0793,-29.7413,,,,0.042,0.1757,0.7823
2019-12-16 19:45:00,11806,Crystal Palace,Brighton,1,1,0.484859,2.48355,10.4279,10.6475,-0.2196,8.1143,11.4598,14.2410,22.0855,,,,0.0214,0.081,0.8976
2019-12-21 12:30:00,11816,Everton,Arsenal,0,0,0.486523,0.881818,10.1616,9.9115,0.2501,11.8535,4.8770,8.7197,-19.8031,,,,0.1606,0.3613,0.4781
2019-12-21 15:00:00,11813,Aston Villa,Southampton,1,3,0.921054,2.63444,8.8170,9.8440,-1.0270,12.3912,20.4738,19.7415,4.9634,,,,0.0701,0.1332,0.7967
2019-12-21 15:00:00,11814,Bournemouth,Burnley,0,1,0.138532,0.144318,9.3586,9.7069,-0.3483,8.7415,8.6059,11.4757,29.0592,,,,0.1153,0.7656,0.1191
2019-12-21 15:00:00,11815,Brighton,Sheffield United,0,1,0.428371,1.65933,10.2198,10.8643,-0.6445,10.9743,9.7454,21.9655,10.4833,,,,0.0649,0.1924,0.7427
2019-12-21 15:00:00,11818,Newcastle United,Crystal Palace,1,0,0.714368,0.985368,10.1974,10.1844,0.0130,8.5708,8.1886,27.8247,13.9298,,,,0.2554,0.3549,0.3897
2019-12-21 15:00:00,11819,Norwich,Wolverhampton Wanderers,1,2,1.26536,1.65224,9.6906,10.7376,-1.0470,12.3310,13.1910,18.5501,7.0345,,,,0.2615,0.2668,0.4717
2019-12-21 17:30:00,11817,Manchester City,Leicester,3,1,3.59139,1.01388,11.9246,10.9660,0.9586,8.7133,8.7371,-30.1149,4.6938,,,,0.9032,0.0714,0.0254
2019-12-22 14:00:00,11821,Watford,Manchester United,2,0,1.59291,1.5309,10.4372,10.1973,0.2399,18.4870,3.0718,23.8883,-12.4268,,,,0.3791,0.2811,0.3398
2019-12-22 16:30:00,11820,Tottenham,Chelsea,0,2,0.276667,1.49374,10.2639,10.5056,-0.2417,-6.6400,8.3701,-15.5826,-26.1078,,,,0.0406,0.1922,0.7672
2019-12-26 12:30:00,11831,Tottenham,Brighton,2,1,1.02645,1.09007,10.3779,10.1058,0.2721,-6.7919,11.1262,-15.4527,21.8356,,,,0.3168,0.3158,0.3674
2019-12-26 15:00:00,11823,Aston Villa,Norwich,1,0,0.654194,1.45005,9.1604,9.3472,-0.1868,12.2856,12.4366,20.2839,18.0077,,,,0.1589,0.2584,0.5827
2019-12-26 15:00:00,11824,Bournemouth,Arsenal,1,1,1.55463,1.42464,9.3718,9.8983,-0.5265,8.7872,4.8313,11.4564,-19.7838,,,,0.4082,0.2741,0.3177
2019-12-26 15:00:00,11825,Chelsea,Southampton,0,2,0.859973,0.981321,9.7152,10.6344,-0.9192,8.0494,20.7945,-26.8679,5.7235,,,,0.2827,0.3415,0.3758
2019-12-26 15:00:00,11826,Crystal Palace,West Ham,2,1,2.14195,0.796338,10.1379,9.5451,0.5928,8.2286,0.0251,13.5469,28.8166,,,,0.7301,0.1812,0.0887
2019-12-26 15:00:00,11827,Everton,Burnley,1,0,1.47521,0.565252,10.1729,9.6956,0.4773,11.8423,8.6171,8.5035,29.2754,,,,0.6218,0.2726,0.1056
2019-12-26 15:00:00,11830,Sheffield United,Watford,1,1,2.04481,0.596611,10.6325,10.6690,-0.0365,9.8757,18.3567,9.8895,24.4821,,,,0.7843,0.1616,0.0541
2019-12-26 17:30:00,11829,Manchester United,Newcastle United,4,1,1.99638,1.05018,10.8223,9.5724,1.2499,3.1834,8.4592,-12.0383,27.4362,,,,0.612,0.2376,0.1504
2019-12-26 20:00:00,11828,Leicester,Liverpool,0,4,0.120994,3.76973,10.0544,12.7312,-2.6768,7.9133,6.3409,4.6944,-30.3796,,,,0.0003,0.0086,0.9911
2019-12-27 19:45:00,11832,Wolverhampton Wanderers,Manchester City,3,2,2.39405,1.52044,11.1593,11.5029,-0.3436,13.5812,8.3231,7.2378,-30.3182,,,,0.6128,0.2356,0.1516
2019-12-28 12:30:00,11834,Brighton,Bournemouth,2,0,1.05876,0.500726,10.2973,9.1803,1.1170,10.9572,8.9562,21.8876,11.4044,,,,0.5128,0.3292,0.158
2019-12-28 15:00:00,11838,Newcastle United,Everton,1,2,1.63211,2.82576,9.3475,10.3978,-1.0503,8.1859,12.1156,27.5097,8.4300,,,,0.1581,0.1764,0.6655
2019-12-28 15:00:00,11840,Southampton,Crystal Palace,1,1,1.47937,0.137837,10.3853,10.3870,-0.0017,20.8808,8.1423,5.1390,14.1314,,,,0.7755,0.1989,0.0256
2019-12-28 15:00:00,11841,Watford,Aston Villa,3,0,3.25314,0.610997,10.9168,8.9126,2.0042,18.5151,12.1272,24.0694,20.6966,,,,0.9266,0.0573,0.0161
2019-12-28 17:30:00,11839,Norwich,Tottenham,2,2,0.268052,1.82189,9.4799,10.2452,-0.7653,12.1808,-6.5361,18.5288,-15.9738,,,,0.0263,0.141,0.8327
2019-12-28 17:30:00,11842,West Ham,Leicester,1,2,0.782104,2.62349,9.2974,10.3021,-1.0047,-0.4329,8.3713,29.0293,4.4817,,,,0.0516,0.1144,0.834
2019-12-28 19:45:00,11835,Burnley,Manchester United,0,2,0.386662,2.10542,9.3523,11.1656,-1.8133,8.3441,3.4564,29.3618,-12.1247,,,,0.0282,0.1155,0.8563
2019-12-29 14:00:00,11833,Arsenal,Chelsea,1,2,0.785214,1.49666,9.4775,10.1360,-0.6585,4.4827,8.3980,-20.0267,-26.6250,,,,0.1634,0.2709,0.5657
2019-12-29 16:30:00,11836,Liverpool,Wolverhampton Wanderers,1,0,1.49124,0.363764,12.4632,11.4273,1.0359,6.1048,13.8173,-30.9294,7.7876,,,,0.7092,0.224,0.0668
2019-12-29 18:00:00,11837,Manchester City,Sheffield United,2,0,1.08628,1.23346,11.6603,10.4751,1.1852,7.9437,10.2551,-30.1240,9.6953,,,,0.3044,0.3003,0.3953
2020-01-01 12:30:00,11845,Brighton,Chelsea,1,1,1.56978,1.57497,10.1320,10.3013,-0.1693,10.7906,8.5646,21.7236,-26.4610,,,,0.3583,0.2959,0.3458
2020-01-01 12:30:00,11846,Burnley,Aston Villa,1,2,2.34418,1.74824,8.8674,9.3975,-0.5301,8.2582,12.2131,28.7279,21.3305,,,,0.532,0.2321,0.2359
2020-01-01 15:00:00,11849,Newcastle United,Leicester,0,3,0.780118,2.43642,8.7111,10.9385,-2.2274,7.8855,8.6717,27.2874,4.7040,,,,0.0438,0.1446,0.8116
2020-01-01 15:00:00,11851,Southampton,Tottenham,1,0,1.51192,1.078,10.4753,10.1552,0.3201,20.8293,-6.4846,5.1205,-15.9553,,,,0.4731,0.2856,0.2413
2020-01-01 15:00:00,11852,Watford,Wolverhampton Wanderers,2,1,1.07053,1.23252,11.1694,11.1747,-0.0053,18.4772,13.8552,24.3625,7.4945,,,,0.3114,0.298,0.3906
2020-01-01 17:30:00,11843,West Ham,Bournemouth,4,0,2.32825,0.720709,10.1431,8.3346,1.8085,-0.1853,8.7086,29.4731,10.9606,,,,0.8034,0.1575,0.0391
2020-01-01 17:30:00,11848,Manchester City,Everton,2,1,1.79757,0.848942,11.4697,10.5884,0.8813,7.7402,12.3191,-30.5518,8.8578,,,,0.6084,0.2598,0.1318
2020-01-01 17:30:00,11850,Norwich,Crystal Palace,1,1,1.66454,1.29896,9.5817,10.2852,-0.7035,12.3740,7.9491,18.5392,14.1210,,,,0.4478,0.2915,0.2607
2020-01-01 20:00:00,11844,Arsenal,Manchester United,2,0,1.90747,0.715563,10.2745,10.3686,-0.0941,5.0777,2.8614,-19.5277,-12.6237,,,,0.7141,0.2018,0.0841
2020-01-02 20:00:00,11847,Liverpool,Sheffield United,2,0,3.0465,0.634607,12.3412,10.5971,1.7441,6.0857,10.2742,-31.6544,10.4203,,,,0.9328,0.0591,0.0081
2020-01-10 20:00:00,11855,Sheffield United,West Ham,1,0,2.02768,0.90477,10.6086,10.1316,0.4770,10.3164,-0.2275,10.1511,29.7423,,,,0.6699,0.207,0.1231
2020-01-11 12:30:00,11859,Crystal Palace,Arsenal,1,1,0.317862,1.43924,10.1575,10.4022,-0.2447,7.5411,5.4857,14.2737,-19.6804,,,,0.0317,0.1698,0.7985
2020-01-11 15:00:00,11853,Wolverhampton Wanderers,Newcastle United,1,1,2.04805,0.184495,10.4338,9.4520,0.9818,13.5802,8.1605,6.2877,28.4942,,,,0.8999,0.089,0.0111
2020-01-11 15:00:00,11858,Chelsea,Burnley,3,0,2.87633,0.717407,10.5678,8.6009,1.9669,8.6209,8.2019,-26.7342,29.0011,,,,0.8783,0.097,0.0247
2020-01-11 15:00:00,11860,Everton,Brighton,1,0,2.02533,1.53324,10.5993,10.1211,0.4782,12.2030,10.9067,8.7457,21.8357,,,,0.4903,0.2518,0.2579
2020-01-11 15:00:00,11861,Leicester,Southampton,1,2,0.780114,2.40601,10.4477,10.9661,-0.5184,8.0244,21.4766,4.6197,5.2048,,,,0.0603,0.151,0.7887
2020-01-11 15:00:00,11862,Manchester United,Norwich,4,0,3.13456,0.275987,11.0469,8.9034,2.1435,3.2543,11.9811,-12.6601,18.5756,,,,0.9713,0.0254,0.0033
2020-01-11 17:30:00,11854,Tottenham,Liverpool,0,1,1.10584,1.74564,10.3267,12.1697,-1.8430,-6.2231,5.8242,-15.6238,-31.9859,,,,0.2095,0.2573,0.5332
2020-01-12 14:00:00,11857,Bournemouth,Watford,0,3,0.320447,2.29827,8.1683,11.3357,-3.1674,8.7978,18.3880,11.2888,24.0343,,,,0.0223,0.1044,0.8733
2020-01-12 16:30:00,11856,Aston Villa,Manchester City,1,6,1.12565,3.75131,8.5405,12.3267,-3.7862,11.9497,8.0036,21.1300,-30.3513,,,,0.0269,0.0804,0.8927
2020-01-18 12:30:00,11871,Watford,Tottenham,0,0,2.39174,1.76697,10.9585,10.7039,0.2546,18.1669,-6.0020,23.5009,-15.0904,,,,0.5385,0.2236,0.2379
2020-01-18 15:00:00,11863,Arsenal,Sheffield United,1,1,1.22882,1.18444,10.3288,10.6820,-0.3532,5.4234,10.3787,-19.7649,10.2356,,,,0.3527,0.3268,0.3205
2020-01-18 15:00:00,11864,Manchester City,Crystal Palace,2,2,2.47314,0.586716,11.6594,10.8248,0.8346,7.8079,7.7368,-31.4902,15.4126,,,,0.83,0.1309,0.0391
2020-01-18 15:00:00,11867,Brighton,Aston Villa,1,1,1.30028,1.02045,9.6009,9.0607,0.5402,10.4565,12.3999,21.2456,21.7201,,,,0.433,0.3044,0.2626
2020-01-18 15:00:00,11869,Norwich,Bournemouth,1,0,1.76046,0.558298,8.8446,8.2271,0.6175,11.9729,8.8060,18.2163,11.6481,,,,0.7257,0.2016,0.0727
2020-01-18 15:00:00,11870,Southampton,Wolverhampton Wanderers,2,3,0.786974,2.1772,10.4580,10.9419,-0.4839,20.8710,14.1858,5.0443,6.4482,,,,0.0779,0.1631,0.759
2020-01-18 15:00:00,11872,West Ham,Everton,1,1,1.68436,1.95473,10.1235,10.6074,-0.4839,-0.3032,12.2787,29.8018,8.6862,,,,0.3048,0.2539,0.4413
2020-01-18 17:30:00,11868,Newcastle United,Chelsea,1,0,0.892988,2.05436,9.8560,10.1638,-0.3078,8.0241,8.7573,29.1885,-27.4285,,,,0.1176,0.2097,0.6727
2020-01-19 14:00:00,11866,Burnley,Leicester,2,1,1.50886,2.33415,9.1876,9.8610,-0.6734,8.3323,7.8940,29.7941,3.8267,,,,0.1548,0.2598,0.5854
2020-01-19 16:30:00,11865,Liverpool,Manchester United,2,0,2.00655,1.4185,12.2640,10.9526,1.3114,5.5655,3.5130,-32.0386,-12.6074,,,,0.5023,0.258,0.2397
2020-01-21 19:30:00,11873,Aston Villa,Watford,2,1,1.06739,1.81101,9.6602,10.3590,-0.6988,12.5634,18.0034,22.5055,22.7155,,,,0.1601,0.2474,0.5925
2020-01-21 19:30:00,11875,Sheffield United,Manchester City,0,1,0.774943,2.873,10.5513,11.7901,-1.2388,9.9735,8.2131,10.6295,-31.8841,,,,0.0228,0.0931,0.8841
2020-01-21 19:30:00,11877,Everton,Newcastle United,2,2,2.05254,0.570931,10.2945,10.1689,0.1256,12.3363,7.9665,8.0029,29.8718,,,,0.7659,0.1706,0.0635
2020-01-21 19:30:00,11878,Bournemouth,Brighton,3,1,1.92315,1.97227,8.9455,8.8825,0.0630,9.0122,10.2503,12.3788,20.5149,,,,0.3485,0.2752,0.3763
2020-01-21 19:30:00,11882,Crystal Palace,Southampton,0,2,0.674589,1.1306,10.1081,11.1747,-1.0666,7.4061,21.2017,14.8099,5.6470,,,,0.1976,0.3236,0.4788
2020-01-21 20:15:00,11881,Chelsea,Arsenal,2,2,3.38612,0.568077,10.0800,10.4126,-0.3326,9.3781,4.8026,-28.2168,-18.9766,,,,0.9524,0.0418,0.0058
2020-01-22 19:30:00,11876,Leicester,West Ham,4,1,2.91302,1.16254,10.5516,9.4329,1.1187,8.2722,-0.6814,4.0797,29.5488,,,,0.829,0.1353,0.0357
2020-01-22 19:30:00,11880,Tottenham,Norwich,2,1,2.22282,1.42472,10.3641,9.1844,1.1797,-6.3923,12.3632,-15.6298,18.7557,,,,0.5976,0.2549,0.1475
2020-01-22 20:15:00,11879,Manchester United,Burnley,0,2,1.416,0.717284,9.8863,10.2539,-0.3676,3.1214,8.7239,-13.8483,31.0350,,,,0.5315,0.2893,0.1792
2020-01-23 20:00:00,11874,Wolverhampton Wanderers,Liverpool,1,2,1.85442,1.59024,10.8974,12.3085,-1.4111,14.4574,5.2939,6.3377,-31.9281,,,,0.4512,0.25,0.2988
2020-01-29 19:45:00,11822,West Ham,Liverpool,0,2,0.878341,2.59926,9.5268,12.2146,-2.6878,-0.5177,5.1302,30.0729,-32.4522,,,,0.0492,0.1417,0.8091
2020-02-01 12:30:00,11886,Leicester,Chelsea,2,2,1.65956,0.806995,10.3087,10.3229,-0.0142,8.2424,9.4079,3.6237,-27.7608,,,,0.5887,0.2617,0.1496
2020-02-01 15:00:00,11883,Bournemouth,Aston Villa,2,1,2.72236,1.40955,9.2492,9.3565,-0.1073,9.3941,12.1815,12.3543,22.5300,,,,0.7011,0.1708,0.1281
2020-02-01 15:00:00,11885,Crystal Palace,Sheffield United,0,1,0.970063,0.860755,9.8439,10.8155,-0.9716,7.4192,9.9604,14.5184,10.9210,,,,0.3565,0.3416,0.3019
2020-02-01 15:00:00,11887,Liverpool,Southampton,4,0,3.7195,0.716298,12.8296,10.5597,2.2699,5.4960,20.8359,-32.5880,5.7828,,,,0.9565,0.035,0.0085
2020-02-01 15:00:00,11889,Newcastle United,Norwich,0,0,0.937293,2.39985,9.7978,9.5555,0.2423,7.2297,13.1000,29.8663,18.7612,,,,0.0835,0.1615,0.755
2020-02-01 15:00:00,11891,Watford,Everton,2,3,0.919248,2.70178,9.9679,10.6856,-0.7177,17.4166,12.9231,22.7700,7.9484,,,,0.0386,0.12,0.8414
2020-02-01 15:00:00,11892,West Ham,Brighton,3,3,1.30774,2.03179,9.2407,9.1686,0.0721,-0.9848,10.7174,29.9678,20.6200,,,,0.2142,0.2356,0.5502
2020-02-01 17:30:00,11888,Manchester United,Wolverhampton Wanderers,0,0,1.18608,1.54211,10.0141,10.7696,-0.7555,3.1602,14.4186,-13.6315,6.1209,,,,0.2764,0.2711,0.4525
2020-02-02 14:00:00,11884,Burnley,Arsenal,0,0,2.24562,1.48025,10.1686,10.4979,-0.3293,8.8299,4.6966,30.7583,-18.6999,,,,0.5772,0.2186,0.2042
2020-02-02 16:30:00,11890,Tottenham,Manchester City,2,0,0.420293,3.25139,11.0956,11.0586,0.0370,-6.8686,8.6894,-14.1905,-33.3234,,,,0.0069,0.0363,0.9568
2020-02-08 12:30:00,11897,Everton,Crystal Palace,3,1,2.79103,0.865323,10.8502,9.6793,1.1709,13.0691,7.2732,7.6315,14.8353,,,,0.8528,0.1105,0.0367
2020-02-08 17:30:00,11895,Brighton,Watford,1,1,0.76201,0.280048,9.2434,9.8931,-0.6497,10.9127,17.2213,20.5743,22.8157,,,,0.4631,0.4184,0.1185
2020-02-09 14:00:00,11900,Sheffield United,Bournemouth,2,1,2.04467,1.07183,10.5489,9.5158,1.0331,9.6870,9.6675,10.4112,12.8641,,,,0.6383,0.226,0.1357
2020-02-14 20:00:00,11902,Wolverhampton Wanderers,Leicester,0,0,1.14491,0.527366,10.5294,10.5489,-0.0195,14.3328,8.3282,5.7263,4.0183,,,,0.5283,0.311,0.1607
2020-02-15 12:30:00,11901,Southampton,Burnley,1,2,0.694025,0.892699,10.0869,10.6414,-0.5545,20.5635,9.1023,5.3597,31.1814,,,,0.2518,0.3497,0.3985
2020-02-15 17:30:00,11899,Norwich,Liverpool,0,1,0.383495,2.07331,9.9990,12.3861,-2.3871,13.3711,5.2249,19.6272,-33.4540,,,,0.0262,0.1252,0.8486
2020-02-16 14:00:00,11894,Aston Villa,Tottenham,2,3,1.71313,3.86024,9.4163,11.0358,-1.6195,11.9545,-6.6416,23.1266,-14.7871,,,,0.0761,0.1094,0.8145
2020-02-16 16:30:00,11893,Arsenal,Newcastle United,4,0,3.02257,1.16662,11.1979,9.0978,2.1001,4.8606,7.0657,-18.4639,29.6303,,,,0.8118,0.126,0.0622
2020-02-17 20:00:00,11896,Chelsea,Manchester United,0,2,0.940204,0.681814,9.6207,10.7163,-1.0956,9.2703,3.2978,-28.5276,-12.8647,,,,0.3915,0.3491,0.2594
2020-02-19 19:30:00,11898,Manchester City,West Ham,2,0,2.13777,0.0895892,10.9791,9.3202,1.6589,8.6220,-0.9174,-33.9149,30.5593,,,,0.8968,0.0955,0.0077
2020-02-22 12:30:00,11906,Chelsea,Tottenham,2,1,1.78193,0.265879,10.0995,10.5570,-0.4575,9.8781,-7.2494,-28.4278,-14.8869,,,,0.8213,0.1481,0.0306
2020-02-22 15:00:00,11905,Crystal Palace,Newcastle United,1,0,1.75552,0.164495,9.6589,9.1182,0.5407,7.4006,6.9383,14.4172,30.0484,,,,0.8231,0.1531,0.0238
2020-02-22 15:00:00,11907,Burnley,Bournemouth,3,0,3.09935,1.75718,10.9850,9.1722,1.8128,9.0314,9.7384,31.1895,12.8560,,,,0.6945,0.1712,0.1343
2020-02-22 15:00:00,11908,Southampton,Aston Villa,2,0,3.02926,0.47235,10.2942,9.2090,1.0852,20.9101,11.6079,4.9278,23.5585,,,,0.9014,0.0788,0.0198
2020-02-22 15:00:00,11909,Sheffield United,Brighton,1,1,1.6597,1.06035,10.0975,9.6948,0.4027,9.3855,11.2142,9.8100,21.1755,,,,0.5221,0.2759,0.202
2020-02-22 17:30:00,11904,Leicester,Manchester City,0,1,0.723269,2.42749,10.2815,11.2465,-0.9650,7.8847,9.0655,4.1769,-34.0735,,,,0.054,0.1328,0.8132
2020-02-23 14:00:00,11910,Manchester United,Watford,3,0,2.5042,0.294956,11.1355,9.4739,1.6616,3.5193,16.9998,-12.9978,22.9488,,,,0.9024,0.0808,0.0168
2020-02-23 14:00:00,11912,Wolverhampton Wanderers,Norwich,3,0,3.25033,0.360646,11.0218,9.5066,1.5152,14.7976,12.9063,5.4963,19.8572,,,,0.9761,0.0212,0.0027
2020-02-23 16:30:00,11903,Arsenal,Everton,3,2,1.33567,2.65691,11.2360,10.8121,0.4239,4.3184,13.6113,-18.0955,7.2631,,,,0.0959,0.1757,0.7284
2020-02-24 20:00:00,11911,Liverpool,West Ham,3,2,2.48209,0.638236,11.7446,9.9617,1.7829,4.7944,-0.4869,-34.5564,31.6617,,,,0.8423,0.1185,0.0392
2020-02-28 20:00:00,11919,Norwich,Leicester,1,0,0.591716,1.42581,9.8253,9.9628,-0.1375,12.7665,8.0245,20.3844,3.6497,,,,0.1394,0.2704,0.5902
2020-02-29 12:30:00,11915,Brighton,Crystal Palace,0,1,1.78712,2.17159,9.3108,10.0429,-0.7321,10.9841,7.6307,20.8876,14.7051,,,,0.2966,0.2252,0.4782
2020-02-29 15:00:00,11914,Bournemouth,Chelsea,2,2,1.58495,1.98271,9.2790,9.9927,-0.7137,9.7458,9.8707,13.0623,-28.6341,,,,0.2643,0.2632,0.4725
2020-02-29 15:00:00,11918,Newcastle United,Burnley,0,0,1.11713,0.617612,9.4599,10.6433,-1.1834,7.4049,8.5648,30.2652,30.9727,,,,0.4773,0.3307,0.192
2020-02-29 15:00:00,11922,West Ham,Southampton,3,1,2.78682,0.868573,10.4198,9.8361,0.5837,-0.0492,20.4724,31.6403,4.9492,,,,0.8335,0.1123,0.0542
2020-02-29 17:30:00,11921,Watford,Liverpool,3,0,2.71351,0.206031,10.6666,10.5519,0.1147,18.0693,3.7249,23.5146,-35.1222,,,,0.95,0.0442,0.0058
2020-03-01 14:00:00,11916,Everton,Manchester United,1,1,2.41259,1.12561,10.7680,11.1796,-0.4116,13.8889,3.2417,6.8972,-12.6319,,,,0.7023,0.1877,0.11
2020-03-01 14:00:00,11920,Tottenham,Wolverhampton Wanderers,2,3,1.63079,2.62251,10.2982,11.2806,-0.9824,-7.5061,15.0543,-14.8978,5.5072,,,,0.1427,0.2177,0.6396
2020-03-07 12:30:00,11928,Liverpool,Bournemouth,2,1,1.89453,1.29544,10.3587,9.4722,0.8865,3.4314,10.0393,-35.4652,13.4053,,,,0.524,0.2751,0.2009
2020-03-07 15:00:00,11923,Arsenal,West Ham,1,0,1.55974,1.61615,11.1569,10.4989,0.6580,3.9752,0.2940,-18.1604,31.7052,,,,0.3429,0.2922,0.3649
2020-03-07 15:00:00,11926,Crystal Palace,Watford,1,0,0.856107,0.449161,10.3238,10.3857,-0.0619,7.7634,17.9366,14.8843,23.3354,,,,0.4571,0.3684,0.1745
2020-03-07 15:00:00,11929,Sheffield United,Norwich,1,0,1.17263,2.55449,10.1545,9.7683,0.3862,8.8470,13.3050,10.2124,19.9820,,,,0.0689,0.1609,0.7702
2020-03-07 15:00:00,11930,Southampton,Newcastle United,0,1,0.348871,3.06384,9.3670,9.9290,-0.5620,19.5746,8.3027,5.1589,30.0555,,,,0.0066,0.0362,0.9572
2020-03-07 15:00:00,11931,Wolverhampton Wanderers,Brighton,0,0,0.898221,0.308874,10.6632,9.9282,0.7350,14.5842,11.4542,4.7424,21.6524,,,,0.5107,0.3715,0.1178
2020-03-07 17:30:00,11924,Burnley,Tottenham,1,1,3.33302,1.13669,10.4320,10.5095,-0.0775,8.9026,-7.8439,30.2123,-14.1374,,,,0.8821,0.0881,0.0298
2020-03-08 14:00:00,11925,Chelsea,Everton,4,0,2.02883,0.445922,11.0615,9.6992,1.3623,10.3353,13.4243,-27.9610,6.2241,,,,0.7935,0.1647,0.0418
2020-03-08 16:30:00,11932,Manchester United,Manchester City,2,0,1.7389,0.585469,11.5713,10.8548,0.7165,3.4218,8.8854,-12.5285,-34.1769,,,,0.7359,0.2192,0.0449
